"SIDO","SIGUNGU","SIDO_SIGUNGU_NM","year","value","Units"
"강원","강릉시","강원_강릉시","2010",3705959,"Milwon"
"강원","강릉시","강원_강릉시","2011",3866396,"Milwon"
"강원","강릉시","강원_강릉시","2012",4001286,"Milwon"
"강원","강릉시","강원_강릉시","2013",4091570,"Milwon"
"강원","강릉시","강원_강릉시","2014",4374447,"Milwon"
"강원","강릉시","강원_강릉시","2015",4740366,"Milwon"
"강원","강릉시","강원_강릉시","2016",5019567,"Milwon"
"강원","강릉시","강원_강릉시","2017",5295106,"Milwon"
"강원","강릉시","강원_강릉시","2018",5326931,"Milwon"
"강원","강릉시","강원_강릉시","2019",5651552,"Milwon"
"강원","강릉시","강원_강릉시","2020",6092737,"Milwon"
"강원","강릉시","강원_강릉시","2021",6321485,"Milwon"
"강원","고성군","강원_고성군","2010",722612,"Milwon"
"강원","고성군","강원_고성군","2011",762700,"Milwon"
"강원","고성군","강원_고성군","2012",814201,"Milwon"
"강원","고성군","강원_고성군","2013",811177,"Milwon"
"강원","고성군","강원_고성군","2014",846914,"Milwon"
"강원","고성군","강원_고성군","2015",900623,"Milwon"
"강원","고성군","강원_고성군","2016",942735,"Milwon"
"강원","고성군","강원_고성군","2017",984633,"Milwon"
"강원","고성군","강원_고성군","2018",1051002,"Milwon"
"강원","고성군","강원_고성군","2019",1194471,"Milwon"
"강원","고성군","강원_고성군","2020",1290653,"Milwon"
"강원","고성군","강원_고성군","2021",1339210,"Milwon"
"강원","동해시","강원_동해시","2010",2325739,"Milwon"
"강원","동해시","강원_동해시","2011",2264055,"Milwon"
"강원","동해시","강원_동해시","2012",2461228,"Milwon"
"강원","동해시","강원_동해시","2013",2470471,"Milwon"
"강원","동해시","강원_동해시","2014",2759986,"Milwon"
"강원","동해시","강원_동해시","2015",2798341,"Milwon"
"강원","동해시","강원_동해시","2016",2733073,"Milwon"
"강원","동해시","강원_동해시","2017",3047017,"Milwon"
"강원","동해시","강원_동해시","2018",3161368,"Milwon"
"강원","동해시","강원_동해시","2019",3249883,"Milwon"
"강원","동해시","강원_동해시","2020",3168301,"Milwon"
"강원","동해시","강원_동해시","2021",3353305,"Milwon"
"강원","삼척시","강원_삼척시","2010",1555088,"Milwon"
"강원","삼척시","강원_삼척시","2011",1673112,"Milwon"
"강원","삼척시","강원_삼척시","2012",1976268,"Milwon"
"강원","삼척시","강원_삼척시","2013",2412487,"Milwon"
"강원","삼척시","강원_삼척시","2014",2696261,"Milwon"
"강원","삼척시","강원_삼척시","2015",2668720,"Milwon"
"강원","삼척시","강원_삼척시","2016",2337032,"Milwon"
"강원","삼척시","강원_삼척시","2017",2369474,"Milwon"
"강원","삼척시","강원_삼척시","2018",2383505,"Milwon"
"강원","삼척시","강원_삼척시","2019",2605220,"Milwon"
"강원","삼척시","강원_삼척시","2020",2606300,"Milwon"
"강원","삼척시","강원_삼척시","2021",2805066,"Milwon"
"강원","속초시","강원_속초시","2010",1230671,"Milwon"
"강원","속초시","강원_속초시","2011",1268154,"Milwon"
"강원","속초시","강원_속초시","2012",1238081,"Milwon"
"강원","속초시","강원_속초시","2013",1277256,"Milwon"
"강원","속초시","강원_속초시","2014",1353671,"Milwon"
"강원","속초시","강원_속초시","2015",1401515,"Milwon"
"강원","속초시","강원_속초시","2016",1547535,"Milwon"
"강원","속초시","강원_속초시","2017",1710435,"Milwon"
"강원","속초시","강원_속초시","2018",1740238,"Milwon"
"강원","속초시","강원_속초시","2019",1931948,"Milwon"
"강원","속초시","강원_속초시","2020",1848311,"Milwon"
"강원","속초시","강원_속초시","2021",1959973,"Milwon"
"강원","양구군","강원_양구군","2010",623529,"Milwon"
"강원","양구군","강원_양구군","2011",657980,"Milwon"
"강원","양구군","강원_양구군","2012",737192,"Milwon"
"강원","양구군","강원_양구군","2013",734530,"Milwon"
"강원","양구군","강원_양구군","2014",739788,"Milwon"
"강원","양구군","강원_양구군","2015",768477,"Milwon"
"강원","양구군","강원_양구군","2016",805195,"Milwon"
"강원","양구군","강원_양구군","2017",850230,"Milwon"
"강원","양구군","강원_양구군","2018",951402,"Milwon"
"강원","양구군","강원_양구군","2019",1017843,"Milwon"
"강원","양구군","강원_양구군","2020",1016499,"Milwon"
"강원","양구군","강원_양구군","2021",1104871,"Milwon"
"강원","양양군","강원_양양군","2010",732959,"Milwon"
"강원","양양군","강원_양양군","2011",690453,"Milwon"
"강원","양양군","강원_양양군","2012",720801,"Milwon"
"강원","양양군","강원_양양군","2013",743456,"Milwon"
"강원","양양군","강원_양양군","2014",809245,"Milwon"
"강원","양양군","강원_양양군","2015",861852,"Milwon"
"강원","양양군","강원_양양군","2016",895285,"Milwon"
"강원","양양군","강원_양양군","2017",942653,"Milwon"
"강원","양양군","강원_양양군","2018",1040540,"Milwon"
"강원","양양군","강원_양양군","2019",1071329,"Milwon"
"강원","양양군","강원_양양군","2020",1065003,"Milwon"
"강원","양양군","강원_양양군","2021",1153874,"Milwon"
"강원","영월군","강원_영월군","2010",1007999,"Milwon"
"강원","영월군","강원_영월군","2011",1102944,"Milwon"
"강원","영월군","강원_영월군","2012",1060021,"Milwon"
"강원","영월군","강원_영월군","2013",1095107,"Milwon"
"강원","영월군","강원_영월군","2014",1096005,"Milwon"
"강원","영월군","강원_영월군","2015",1153672,"Milwon"
"강원","영월군","강원_영월군","2016",1214014,"Milwon"
"강원","영월군","강원_영월군","2017",1238001,"Milwon"
"강원","영월군","강원_영월군","2018",1304256,"Milwon"
"강원","영월군","강원_영월군","2019",1335637,"Milwon"
"강원","영월군","강원_영월군","2020",1300918,"Milwon"
"강원","영월군","강원_영월군","2021",1347674,"Milwon"
"강원","원주시","강원_원주시","2010",5665531,"Milwon"
"강원","원주시","강원_원주시","2011",6031452,"Milwon"
"강원","원주시","강원_원주시","2012",6181621,"Milwon"
"강원","원주시","강원_원주시","2013",6659656,"Milwon"
"강원","원주시","강원_원주시","2014",7285896,"Milwon"
"강원","원주시","강원_원주시","2015",8002253,"Milwon"
"강원","원주시","강원_원주시","2016",8511449,"Milwon"
"강원","원주시","강원_원주시","2017",8998662,"Milwon"
"강원","원주시","강원_원주시","2018",9534591,"Milwon"
"강원","원주시","강원_원주시","2019",9665618,"Milwon"
"강원","원주시","강원_원주시","2020",9066919,"Milwon"
"강원","원주시","강원_원주시","2021",9573324,"Milwon"
"강원","인제군","강원_인제군","2010",1052882,"Milwon"
"강원","인제군","강원_인제군","2011",1124771,"Milwon"
"강원","인제군","강원_인제군","2012",1182525,"Milwon"
"강원","인제군","강원_인제군","2013",1198043,"Milwon"
"강원","인제군","강원_인제군","2014",1245078,"Milwon"
"강원","인제군","강원_인제군","2015",1260772,"Milwon"
"강원","인제군","강원_인제군","2016",1351260,"Milwon"
"강원","인제군","강원_인제군","2017",1413310,"Milwon"
"강원","인제군","강원_인제군","2018",1494404,"Milwon"
"강원","인제군","강원_인제군","2019",1615182,"Milwon"
"강원","인제군","강원_인제군","2020",1717530,"Milwon"
"강원","인제군","강원_인제군","2021",1767017,"Milwon"
"강원","정선군","강원_정선군","2010",1202451,"Milwon"
"강원","정선군","강원_정선군","2011",1197666,"Milwon"
"강원","정선군","강원_정선군","2012",1210229,"Milwon"
"강원","정선군","강원_정선군","2013",1153283,"Milwon"
"강원","정선군","강원_정선군","2014",1182359,"Milwon"
"강원","정선군","강원_정선군","2015",1212651,"Milwon"
"강원","정선군","강원_정선군","2016",1338379,"Milwon"
"강원","정선군","강원_정선군","2017",1423952,"Milwon"
"강원","정선군","강원_정선군","2018",1444017,"Milwon"
"강원","정선군","강원_정선군","2019",1381354,"Milwon"
"강원","정선군","강원_정선군","2020",1267721,"Milwon"
"강원","정선군","강원_정선군","2021",1333917,"Milwon"
"강원","철원군","강원_철원군","2010",1211548,"Milwon"
"강원","철원군","강원_철원군","2011",1338848,"Milwon"
"강원","철원군","강원_철원군","2012",1392216,"Milwon"
"강원","철원군","강원_철원군","2013",1426778,"Milwon"
"강원","철원군","강원_철원군","2014",1505371,"Milwon"
"강원","철원군","강원_철원군","2015",1556122,"Milwon"
"강원","철원군","강원_철원군","2016",1619265,"Milwon"
"강원","철원군","강원_철원군","2017",1741189,"Milwon"
"강원","철원군","강원_철원군","2018",1778940,"Milwon"
"강원","철원군","강원_철원군","2019",1890783,"Milwon"
"강원","철원군","강원_철원군","2020",2005574,"Milwon"
"강원","철원군","강원_철원군","2021",2201383,"Milwon"
"강원","춘천시","강원_춘천시","2010",4990390,"Milwon"
"강원","춘천시","강원_춘천시","2011",5263744,"Milwon"
"강원","춘천시","강원_춘천시","2012",5511018,"Milwon"
"강원","춘천시","강원_춘천시","2013",5799047,"Milwon"
"강원","춘천시","강원_춘천시","2014",6176359,"Milwon"
"강원","춘천시","강원_춘천시","2015",6460226,"Milwon"
"강원","춘천시","강원_춘천시","2016",7150569,"Milwon"
"강원","춘천시","강원_춘천시","2017",7481252,"Milwon"
"강원","춘천시","강원_춘천시","2018",7735704,"Milwon"
"강원","춘천시","강원_춘천시","2019",8072972,"Milwon"
"강원","춘천시","강원_춘천시","2020",8133318,"Milwon"
"강원","춘천시","강원_춘천시","2021",8462409,"Milwon"
"강원","태백시","강원_태백시","2010",769678,"Milwon"
"강원","태백시","강원_태백시","2011",779580,"Milwon"
"강원","태백시","강원_태백시","2012",798160,"Milwon"
"강원","태백시","강원_태백시","2013",855577,"Milwon"
"강원","태백시","강원_태백시","2014",881929,"Milwon"
"강원","태백시","강원_태백시","2015",912119,"Milwon"
"강원","태백시","강원_태백시","2016",943292,"Milwon"
"강원","태백시","강원_태백시","2017",978689,"Milwon"
"강원","태백시","강원_태백시","2018",978447,"Milwon"
"강원","태백시","강원_태백시","2019",1107817,"Milwon"
"강원","태백시","강원_태백시","2020",1025466,"Milwon"
"강원","태백시","강원_태백시","2021",1020310,"Milwon"
"강원","평창군","강원_평창군","2010",1125454,"Milwon"
"강원","평창군","강원_평창군","2011",1061441,"Milwon"
"강원","평창군","강원_평창군","2012",1105628,"Milwon"
"강원","평창군","강원_평창군","2013",1217220,"Milwon"
"강원","평창군","강원_평창군","2014",1237511,"Milwon"
"강원","평창군","강원_평창군","2015",1406792,"Milwon"
"강원","평창군","강원_평창군","2016",1691908,"Milwon"
"강원","평창군","강원_평창군","2017",1818752,"Milwon"
"강원","평창군","강원_평창군","2018",1498308,"Milwon"
"강원","평창군","강원_평창군","2019",1411244,"Milwon"
"강원","평창군","강원_평창군","2020",1405949,"Milwon"
"강원","평창군","강원_평창군","2021",1457943,"Milwon"
"강원","홍천군","강원_홍천군","2010",1791845,"Milwon"
"강원","홍천군","강원_홍천군","2011",1855849,"Milwon"
"강원","홍천군","강원_홍천군","2012",1912763,"Milwon"
"강원","홍천군","강원_홍천군","2013",1962821,"Milwon"
"강원","홍천군","강원_홍천군","2014",2067788,"Milwon"
"강원","홍천군","강원_홍천군","2015",2109757,"Milwon"
"강원","홍천군","강원_홍천군","2016",2240933,"Milwon"
"강원","홍천군","강원_홍천군","2017",2371318,"Milwon"
"강원","홍천군","강원_홍천군","2018",2488347,"Milwon"
"강원","홍천군","강원_홍천군","2019",2471133,"Milwon"
"강원","홍천군","강원_홍천군","2020",2427497,"Milwon"
"강원","홍천군","강원_홍천군","2021",2529264,"Milwon"
"강원","화천군","강원_화천군","2010",909707,"Milwon"
"강원","화천군","강원_화천군","2011",995676,"Milwon"
"강원","화천군","강원_화천군","2012",1057023,"Milwon"
"강원","화천군","강원_화천군","2013",1079896,"Milwon"
"강원","화천군","강원_화천군","2014",1120033,"Milwon"
"강원","화천군","강원_화천군","2015",1134705,"Milwon"
"강원","화천군","강원_화천군","2016",1179800,"Milwon"
"강원","화천군","강원_화천군","2017",1251925,"Milwon"
"강원","화천군","강원_화천군","2018",1345860,"Milwon"
"강원","화천군","강원_화천군","2019",1418076,"Milwon"
"강원","화천군","강원_화천군","2020",1464125,"Milwon"
"강원","화천군","강원_화천군","2021",1641923,"Milwon"
"강원","횡성군","강원_횡성군","2010",1104871,"Milwon"
"강원","횡성군","강원_횡성군","2011",1152480,"Milwon"
"강원","횡성군","강원_횡성군","2012",1196572,"Milwon"
"강원","횡성군","강원_횡성군","2013",1290324,"Milwon"
"강원","횡성군","강원_횡성군","2014",1397124,"Milwon"
"강원","횡성군","강원_횡성군","2015",1519023,"Milwon"
"강원","횡성군","강원_횡성군","2016",1557368,"Milwon"
"강원","횡성군","강원_횡성군","2017",1595133,"Milwon"
"강원","횡성군","강원_횡성군","2018",1667936,"Milwon"
"강원","횡성군","강원_횡성군","2019",1730581,"Milwon"
"강원","횡성군","강원_횡성군","2020",1753743,"Milwon"
"강원","횡성군","강원_횡성군","2021",1834222,"Milwon"
"경기","가평군","경기_가평군","2010",1252055,"Milwon"
"경기","가평군","경기_가평군","2011",1260493,"Milwon"
"경기","가평군","경기_가평군","2012",1339243,"Milwon"
"경기","가평군","경기_가평군","2013",1280521,"Milwon"
"경기","가평군","경기_가평군","2014",1372852,"Milwon"
"경기","가평군","경기_가평군","2015",1494257,"Milwon"
"경기","가평군","경기_가평군","2016",1601945,"Milwon"
"경기","가평군","경기_가평군","2017",1698550,"Milwon"
"경기","가평군","경기_가평군","2018",1831625,"Milwon"
"경기","가평군","경기_가평군","2019",1814241,"Milwon"
"경기","가평군","경기_가평군","2020",1836107,"Milwon"
"경기","가평군","경기_가평군","2021",1985743,"Milwon"
"경기","고양시","경기_고양시","2010",14341954,"Milwon"
"경기","고양시","경기_고양시","2011",14523406,"Milwon"
"경기","고양시","경기_고양시","2012",15106830,"Milwon"
"경기","고양시","경기_고양시","2013",16351362,"Milwon"
"경기","고양시","경기_고양시","2014",16040511,"Milwon"
"경기","고양시","경기_고양시","2015",17085215,"Milwon"
"경기","고양시","경기_고양시","2016",18551297,"Milwon"
"경기","고양시","경기_고양시","2017",20124858,"Milwon"
"경기","고양시","경기_고양시","2018",21542187,"Milwon"
"경기","고양시","경기_고양시","2019",21702354,"Milwon"
"경기","고양시","경기_고양시","2020",21759387,"Milwon"
"경기","고양시","경기_고양시","2021",22616950,"Milwon"
"경기","과천시","경기_과천시","2010",5419280,"Milwon"
"경기","과천시","경기_과천시","2011",5332866,"Milwon"
"경기","과천시","경기_과천시","2012",5209663,"Milwon"
"경기","과천시","경기_과천시","2013",3530507,"Milwon"
"경기","과천시","경기_과천시","2014",4322324,"Milwon"
"경기","과천시","경기_과천시","2015",4378579,"Milwon"
"경기","과천시","경기_과천시","2016",4733242,"Milwon"
"경기","과천시","경기_과천시","2017",4701605,"Milwon"
"경기","과천시","경기_과천시","2018",4783175,"Milwon"
"경기","과천시","경기_과천시","2019",4780609,"Milwon"
"경기","과천시","경기_과천시","2020",4338028,"Milwon"
"경기","과천시","경기_과천시","2021",4650517,"Milwon"
"경기","광명시","경기_광명시","2010",5953996,"Milwon"
"경기","광명시","경기_광명시","2011",5774393,"Milwon"
"경기","광명시","경기_광명시","2012",6857359,"Milwon"
"경기","광명시","경기_광명시","2013",6713764,"Milwon"
"경기","광명시","경기_광명시","2014",6433216,"Milwon"
"경기","광명시","경기_광명시","2015",7011796,"Milwon"
"경기","광명시","경기_광명시","2016",7366541,"Milwon"
"경기","광명시","경기_광명시","2017",7569890,"Milwon"
"경기","광명시","경기_광명시","2018",8116318,"Milwon"
"경기","광명시","경기_광명시","2019",7756108,"Milwon"
"경기","광명시","경기_광명시","2020",7961842,"Milwon"
"경기","광명시","경기_광명시","2021",8074460,"Milwon"
"경기","광주시","경기_광주시","2010",6112401,"Milwon"
"경기","광주시","경기_광주시","2011",6386977,"Milwon"
"경기","광주시","경기_광주시","2012",6378479,"Milwon"
"경기","광주시","경기_광주시","2013",7550362,"Milwon"
"경기","광주시","경기_광주시","2014",7389299,"Milwon"
"경기","광주시","경기_광주시","2015",7841731,"Milwon"
"경기","광주시","경기_광주시","2016",8962932,"Milwon"
"경기","광주시","경기_광주시","2017",9395522,"Milwon"
"경기","광주시","경기_광주시","2018",9658391,"Milwon"
"경기","광주시","경기_광주시","2019",9766402,"Milwon"
"경기","광주시","경기_광주시","2020",10082476,"Milwon"
"경기","광주시","경기_광주시","2021",10821756,"Milwon"
"경기","구리시","경기_구리시","2010",2512332,"Milwon"
"경기","구리시","경기_구리시","2011",2461047,"Milwon"
"경기","구리시","경기_구리시","2012",2665207,"Milwon"
"경기","구리시","경기_구리시","2013",2772856,"Milwon"
"경기","구리시","경기_구리시","2014",3033415,"Milwon"
"경기","구리시","경기_구리시","2015",3029305,"Milwon"
"경기","구리시","경기_구리시","2016",3256155,"Milwon"
"경기","구리시","경기_구리시","2017",3491071,"Milwon"
"경기","구리시","경기_구리시","2018",3722338,"Milwon"
"경기","구리시","경기_구리시","2019",3598393,"Milwon"
"경기","구리시","경기_구리시","2020",3452293,"Milwon"
"경기","구리시","경기_구리시","2021",3611223,"Milwon"
"경기","군포시","경기_군포시","2010",4875568,"Milwon"
"경기","군포시","경기_군포시","2011",4891202,"Milwon"
"경기","군포시","경기_군포시","2012",5220327,"Milwon"
"경기","군포시","경기_군포시","2013",5518579,"Milwon"
"경기","군포시","경기_군포시","2014",5723746,"Milwon"
"경기","군포시","경기_군포시","2015",6089813,"Milwon"
"경기","군포시","경기_군포시","2016",6686773,"Milwon"
"경기","군포시","경기_군포시","2017",7259215,"Milwon"
"경기","군포시","경기_군포시","2018",7487177,"Milwon"
"경기","군포시","경기_군포시","2019",7536001,"Milwon"
"경기","군포시","경기_군포시","2020",7252421,"Milwon"
"경기","군포시","경기_군포시","2021",7329556,"Milwon"
"경기","김포시","경기_김포시","2010",7667372,"Milwon"
"경기","김포시","경기_김포시","2011",8443373,"Milwon"
"경기","김포시","경기_김포시","2012",8584539,"Milwon"
"경기","김포시","경기_김포시","2013",8810712,"Milwon"
"경기","김포시","경기_김포시","2014",9401445,"Milwon"
"경기","김포시","경기_김포시","2015",10288273,"Milwon"
"경기","김포시","경기_김포시","2016",11420305,"Milwon"
"경기","김포시","경기_김포시","2017",12273913,"Milwon"
"경기","김포시","경기_김포시","2018",13296398,"Milwon"
"경기","김포시","경기_김포시","2019",13970412,"Milwon"
"경기","김포시","경기_김포시","2020",14369720,"Milwon"
"경기","김포시","경기_김포시","2021",15460054,"Milwon"
"경기","남양주시","경기_남양주시","2010",5957799,"Milwon"
"경기","남양주시","경기_남양주시","2011",6296169,"Milwon"
"경기","남양주시","경기_남양주시","2012",7470922,"Milwon"
"경기","남양주시","경기_남양주시","2013",7715539,"Milwon"
"경기","남양주시","경기_남양주시","2014",7592522,"Milwon"
"경기","남양주시","경기_남양주시","2015",8400958,"Milwon"
"경기","남양주시","경기_남양주시","2016",9327965,"Milwon"
"경기","남양주시","경기_남양주시","2017",10154496,"Milwon"
"경기","남양주시","경기_남양주시","2018",10974908,"Milwon"
"경기","남양주시","경기_남양주시","2019",11526940,"Milwon"
"경기","남양주시","경기_남양주시","2020",12682583,"Milwon"
"경기","남양주시","경기_남양주시","2021",13099866,"Milwon"
"경기","동두천시","경기_동두천시","2010",1345823,"Milwon"
"경기","동두천시","경기_동두천시","2011",1280990,"Milwon"
"경기","동두천시","경기_동두천시","2012",1441849,"Milwon"
"경기","동두천시","경기_동두천시","2013",1891387,"Milwon"
"경기","동두천시","경기_동두천시","2014",1743044,"Milwon"
"경기","동두천시","경기_동두천시","2015",1870134,"Milwon"
"경기","동두천시","경기_동두천시","2016",1908968,"Milwon"
"경기","동두천시","경기_동두천시","2017",1885613,"Milwon"
"경기","동두천시","경기_동두천시","2018",1768912,"Milwon"
"경기","동두천시","경기_동두천시","2019",1818825,"Milwon"
"경기","동두천시","경기_동두천시","2020",1779431,"Milwon"
"경기","동두천시","경기_동두천시","2021",1792963,"Milwon"
"경기","부천시","경기_부천시","2010",13095408,"Milwon"
"경기","부천시","경기_부천시","2011",13611987,"Milwon"
"경기","부천시","경기_부천시","2012",14037788,"Milwon"
"경기","부천시","경기_부천시","2013",14824734,"Milwon"
"경기","부천시","경기_부천시","2014",14914972,"Milwon"
"경기","부천시","경기_부천시","2015",15833160,"Milwon"
"경기","부천시","경기_부천시","2016",16514511,"Milwon"
"경기","부천시","경기_부천시","2017",16957907,"Milwon"
"경기","부천시","경기_부천시","2018",17462247,"Milwon"
"경기","부천시","경기_부천시","2019",17561534,"Milwon"
"경기","부천시","경기_부천시","2020",17881348,"Milwon"
"경기","부천시","경기_부천시","2021",17940553,"Milwon"
"경기","성남시","경기_성남시","2010",22908827,"Milwon"
"경기","성남시","경기_성남시","2011",24782929,"Milwon"
"경기","성남시","경기_성남시","2012",26763399,"Milwon"
"경기","성남시","경기_성남시","2013",30132069,"Milwon"
"경기","성남시","경기_성남시","2014",33501320,"Milwon"
"경기","성남시","경기_성남시","2015",37687633,"Milwon"
"경기","성남시","경기_성남시","2016",39561196,"Milwon"
"경기","성남시","경기_성남시","2017",40981113,"Milwon"
"경기","성남시","경기_성남시","2018",42307526,"Milwon"
"경기","성남시","경기_성남시","2019",44085982,"Milwon"
"경기","성남시","경기_성남시","2020",46784997,"Milwon"
"경기","성남시","경기_성남시","2021",50302710,"Milwon"
"경기","수원시","경기_수원시","2010",22051284,"Milwon"
"경기","수원시","경기_수원시","2011",23140143,"Milwon"
"경기","수원시","경기_수원시","2012",25681173,"Milwon"
"경기","수원시","경기_수원시","2013",27177505,"Milwon"
"경기","수원시","경기_수원시","2014",28863090,"Milwon"
"경기","수원시","경기_수원시","2015",30963276,"Milwon"
"경기","수원시","경기_수원시","2016",31802827,"Milwon"
"경기","수원시","경기_수원시","2017",33949983,"Milwon"
"경기","수원시","경기_수원시","2018",35441134,"Milwon"
"경기","수원시","경기_수원시","2019",36621012,"Milwon"
"경기","수원시","경기_수원시","2020",33039311,"Milwon"
"경기","수원시","경기_수원시","2021",35684685,"Milwon"
"경기","시흥시","경기_시흥시","2010",10478736,"Milwon"
"경기","시흥시","경기_시흥시","2011",11102812,"Milwon"
"경기","시흥시","경기_시흥시","2012",11624231,"Milwon"
"경기","시흥시","경기_시흥시","2013",12201845,"Milwon"
"경기","시흥시","경기_시흥시","2014",12865124,"Milwon"
"경기","시흥시","경기_시흥시","2015",13915814,"Milwon"
"경기","시흥시","경기_시흥시","2016",14930840,"Milwon"
"경기","시흥시","경기_시흥시","2017",15941674,"Milwon"
"경기","시흥시","경기_시흥시","2018",16210910,"Milwon"
"경기","시흥시","경기_시흥시","2019",16198603,"Milwon"
"경기","시흥시","경기_시흥시","2020",16762049,"Milwon"
"경기","시흥시","경기_시흥시","2021",17801820,"Milwon"
"경기","안산시","경기_안산시","2010",18353691,"Milwon"
"경기","안산시","경기_안산시","2011",20065212,"Milwon"
"경기","안산시","경기_안산시","2012",20841780,"Milwon"
"경기","안산시","경기_안산시","2013",22692257,"Milwon"
"경기","안산시","경기_안산시","2014",22943508,"Milwon"
"경기","안산시","경기_안산시","2015",23708345,"Milwon"
"경기","안산시","경기_안산시","2016",24371695,"Milwon"
"경기","안산시","경기_안산시","2017",26394538,"Milwon"
"경기","안산시","경기_안산시","2018",26110913,"Milwon"
"경기","안산시","경기_안산시","2019",25768170,"Milwon"
"경기","안산시","경기_안산시","2020",24577341,"Milwon"
"경기","안산시","경기_안산시","2021",25717424,"Milwon"
"경기","안성시","경기_안성시","2010",5629453,"Milwon"
"경기","안성시","경기_안성시","2011",6239757,"Milwon"
"경기","안성시","경기_안성시","2012",6305467,"Milwon"
"경기","안성시","경기_안성시","2013",6820646,"Milwon"
"경기","안성시","경기_안성시","2014",7142950,"Milwon"
"경기","안성시","경기_안성시","2015",7774317,"Milwon"
"경기","안성시","경기_안성시","2016",8109327,"Milwon"
"경기","안성시","경기_안성시","2017",8891671,"Milwon"
"경기","안성시","경기_안성시","2018",9363646,"Milwon"
"경기","안성시","경기_안성시","2019",9405296,"Milwon"
"경기","안성시","경기_안성시","2020",9758935,"Milwon"
"경기","안성시","경기_안성시","2021",10237439,"Milwon"
"경기","안양시","경기_안양시","2010",12659511,"Milwon"
"경기","안양시","경기_안양시","2011",12945976,"Milwon"
"경기","안양시","경기_안양시","2012",13593469,"Milwon"
"경기","안양시","경기_안양시","2013",14734671,"Milwon"
"경기","안양시","경기_안양시","2014",14844092,"Milwon"
"경기","안양시","경기_안양시","2015",15525029,"Milwon"
"경기","안양시","경기_안양시","2016",16244293,"Milwon"
"경기","안양시","경기_안양시","2017",17272844,"Milwon"
"경기","안양시","경기_안양시","2018",18138376,"Milwon"
"경기","안양시","경기_안양시","2019",18953542,"Milwon"
"경기","안양시","경기_안양시","2020",17825677,"Milwon"
"경기","안양시","경기_안양시","2021",18439904,"Milwon"
"경기","양주시","경기_양주시","2010",4315336,"Milwon"
"경기","양주시","경기_양주시","2011",4430248,"Milwon"
"경기","양주시","경기_양주시","2012",4722211,"Milwon"
"경기","양주시","경기_양주시","2013",5090888,"Milwon"
"경기","양주시","경기_양주시","2014",5348166,"Milwon"
"경기","양주시","경기_양주시","2015",5548441,"Milwon"
"경기","양주시","경기_양주시","2016",5976217,"Milwon"
"경기","양주시","경기_양주시","2017",6259954,"Milwon"
"경기","양주시","경기_양주시","2018",6614566,"Milwon"
"경기","양주시","경기_양주시","2019",6760601,"Milwon"
"경기","양주시","경기_양주시","2020",6847177,"Milwon"
"경기","양주시","경기_양주시","2021",7636652,"Milwon"
"경기","양평군","경기_양평군","2010",1414996,"Milwon"
"경기","양평군","경기_양평군","2011",1389891,"Milwon"
"경기","양평군","경기_양평군","2012",1398671,"Milwon"
"경기","양평군","경기_양평군","2013",1505865,"Milwon"
"경기","양평군","경기_양평군","2014",1529305,"Milwon"
"경기","양평군","경기_양평군","2015",1605688,"Milwon"
"경기","양평군","경기_양평군","2016",1778738,"Milwon"
"경기","양평군","경기_양평군","2017",1837712,"Milwon"
"경기","양평군","경기_양평군","2018",1971375,"Milwon"
"경기","양평군","경기_양평군","2019",2029277,"Milwon"
"경기","양평군","경기_양평군","2020",2099063,"Milwon"
"경기","양평군","경기_양평군","2021",2475909,"Milwon"
"경기","여주시","경기_여주시","2010",3132712,"Milwon"
"경기","여주시","경기_여주시","2011",3263167,"Milwon"
"경기","여주시","경기_여주시","2012",3224786,"Milwon"
"경기","여주시","경기_여주시","2013",3265998,"Milwon"
"경기","여주시","경기_여주시","2014",3342079,"Milwon"
"경기","여주시","경기_여주시","2015",3388116,"Milwon"
"경기","여주시","경기_여주시","2016",3597950,"Milwon"
"경기","여주시","경기_여주시","2017",3557251,"Milwon"
"경기","여주시","경기_여주시","2018",3880745,"Milwon"
"경기","여주시","경기_여주시","2019",4122573,"Milwon"
"경기","여주시","경기_여주시","2020",4279906,"Milwon"
"경기","여주시","경기_여주시","2021",4663018,"Milwon"
"경기","연천군","경기_연천군","2010",1057575,"Milwon"
"경기","연천군","경기_연천군","2011",1083885,"Milwon"
"경기","연천군","경기_연천군","2012",1165573,"Milwon"
"경기","연천군","경기_연천군","2013",1194286,"Milwon"
"경기","연천군","경기_연천군","2014",1227927,"Milwon"
"경기","연천군","경기_연천군","2015",1313318,"Milwon"
"경기","연천군","경기_연천군","2016",1285750,"Milwon"
"경기","연천군","경기_연천군","2017",1311552,"Milwon"
"경기","연천군","경기_연천군","2018",1525901,"Milwon"
"경기","연천군","경기_연천군","2019",1735036,"Milwon"
"경기","연천군","경기_연천군","2020",1767565,"Milwon"
"경기","연천군","경기_연천군","2021",1879532,"Milwon"
"경기","오산시","경기_오산시","2010",2829773,"Milwon"
"경기","오산시","경기_오산시","2011",3146934,"Milwon"
"경기","오산시","경기_오산시","2012",3362648,"Milwon"
"경기","오산시","경기_오산시","2013",3566935,"Milwon"
"경기","오산시","경기_오산시","2014",4010213,"Milwon"
"경기","오산시","경기_오산시","2015",4475187,"Milwon"
"경기","오산시","경기_오산시","2016",4887579,"Milwon"
"경기","오산시","경기_오산시","2017",5406400,"Milwon"
