year,SIDO,SGG,technology,purpose,value,unit
2019,서울,종로구,PV,전체,2784.410811,MWh
2019,서울,종로구,PV,사업용,80.055,MWh
2019,서울,종로구,PV,자가용,2704.355811,MWh
2019,서울,중구,PV,전체,2216.105901,MWh
2019,서울,중구,PV,사업용,1224.346,MWh
2019,서울,중구,PV,자가용,991.7599009,MWh
2019,서울,용산구,PV,전체,1101.841458,MWh
2019,서울,용산구,PV,사업용,49.807,MWh
2019,서울,용산구,PV,자가용,1052.034458,MWh
2019,서울,성동구,PV,전체,7420.993577,MWh
2019,서울,성동구,PV,사업용,4354.411,MWh
2019,서울,성동구,PV,자가용,3066.582577,MWh
2019,서울,광진구,PV,전체,6273.5634,MWh
2019,서울,광진구,PV,사업용,2184.16312,MWh
2019,서울,광진구,PV,자가용,4089.40028,MWh
2019,서울,동대문구,PV,전체,4331.338037,MWh
2019,서울,동대문구,PV,사업용,520.931,MWh
2019,서울,동대문구,PV,자가용,3810.407037,MWh
2019,서울,중랑구,PV,전체,4463.615114,MWh
2019,서울,중랑구,PV,사업용,1030.146,MWh
2019,서울,중랑구,PV,자가용,3433.469114,MWh
2019,서울,성북구,PV,전체,5041.162546,MWh
2019,서울,성북구,PV,사업용,758.515,MWh
2019,서울,성북구,PV,자가용,4282.647546,MWh
2019,서울,강북구,PV,전체,3290.013828,MWh
2019,서울,강북구,PV,사업용,727.29,MWh
2019,서울,강북구,PV,자가용,2562.723828,MWh
2019,서울,도봉구,PV,전체,3903.209258,MWh
2019,서울,도봉구,PV,사업용,743.562,MWh
2019,서울,도봉구,PV,자가용,3159.647258,MWh
2019,서울,노원구,PV,전체,8671.321765,MWh
2019,서울,노원구,PV,사업용,1170.97,MWh
2019,서울,노원구,PV,자가용,7500.351765,MWh
2019,서울,은평구,PV,전체,5013.620039,MWh
2019,서울,은평구,PV,사업용,716.788,MWh
2019,서울,은평구,PV,자가용,4296.832039,MWh
2019,서울,서대문구,PV,전체,3763.165811,MWh
2019,서울,서대문구,PV,사업용,606.479,MWh
2019,서울,서대문구,PV,자가용,3156.686811,MWh
2019,서울,마포구,PV,전체,6057.240127,MWh
2019,서울,마포구,PV,사업용,432.276694,MWh
2019,서울,마포구,PV,자가용,5624.963433,MWh
2019,서울,양천구,PV,전체,4518.339561,MWh
2019,서울,양천구,PV,사업용,516.703,MWh
2019,서울,양천구,PV,자가용,4001.636561,MWh
2019,서울,강서구,PV,전체,15068.29161,MWh
2019,서울,강서구,PV,사업용,8479.878627,MWh
2019,서울,강서구,PV,자가용,6588.412983,MWh
2019,서울,구로구,PV,전체,5480.873688,MWh
2019,서울,구로구,PV,사업용,1283.349,MWh
2019,서울,구로구,PV,자가용,4197.524688,MWh
2019,서울,금천구,PV,전체,3276.015223,MWh
2019,서울,금천구,PV,사업용,849.485,MWh
2019,서울,금천구,PV,자가용,2426.530223,MWh
2019,서울,영등포구,PV,전체,4336.217889,MWh
2019,서울,영등포구,PV,사업용,581.389,MWh
2019,서울,영등포구,PV,자가용,3754.828889,MWh
2019,서울,동작구,PV,전체,4015.352629,MWh
2019,서울,동작구,PV,사업용,514.819,MWh
2019,서울,동작구,PV,자가용,3500.533629,MWh
2019,서울,관악구,PV,전체,6059.179424,MWh
2019,서울,관악구,PV,사업용,900.549,MWh
2019,서울,관악구,PV,자가용,5158.630424,MWh
2019,서울,서초구,PV,전체,5390.770749,MWh
2019,서울,서초구,PV,사업용,469.19138,MWh
2019,서울,서초구,PV,자가용,4921.579369,MWh
2019,서울,강남구,PV,전체,8596.962625,MWh
2019,서울,강남구,PV,사업용,1824.453,MWh
2019,서울,강남구,PV,자가용,6772.509625,MWh
2019,서울,송파구,PV,전체,10437.80187,MWh
2019,서울,송파구,PV,사업용,1481.90588,MWh
2019,서울,송파구,PV,자가용,8955.895988,MWh
2019,서울,강동구,PV,전체,13085.80625,MWh
2019,서울,강동구,PV,사업용,7688.4198,MWh
2019,서울,강동구,PV,자가용,5397.386448,MWh
2019,서울,종로구,wind,전체,0,MWh
2019,서울,종로구,wind,사업용,0,MWh
2019,서울,종로구,wind,자가용,0,MWh
2019,서울,중구,wind,전체,0,MWh
2019,서울,중구,wind,사업용,0,MWh
2019,서울,중구,wind,자가용,0,MWh
2019,서울,용산구,wind,전체,0,MWh
2019,서울,용산구,wind,사업용,0,MWh
2019,서울,용산구,wind,자가용,0,MWh
2019,서울,성동구,wind,전체,0,MWh
2019,서울,성동구,wind,사업용,0,MWh
2019,서울,성동구,wind,자가용,0,MWh
2019,서울,광진구,wind,전체,0,MWh
2019,서울,광진구,wind,사업용,0,MWh
2019,서울,광진구,wind,자가용,0,MWh
2019,서울,동대문구,wind,전체,0,MWh
2019,서울,동대문구,wind,사업용,0,MWh
2019,서울,동대문구,wind,자가용,0,MWh
2019,서울,중랑구,wind,전체,0,MWh
2019,서울,중랑구,wind,사업용,0,MWh
2019,서울,중랑구,wind,자가용,0,MWh
2019,서울,성북구,wind,전체,0,MWh
2019,서울,성북구,wind,사업용,0,MWh
2019,서울,성북구,wind,자가용,0,MWh
2019,서울,강북구,wind,전체,0,MWh
2019,서울,강북구,wind,사업용,0,MWh
2019,서울,강북구,wind,자가용,0,MWh
2019,서울,도봉구,wind,전체,0,MWh
2019,서울,도봉구,wind,사업용,0,MWh
2019,서울,도봉구,wind,자가용,0,MWh
2019,서울,노원구,wind,전체,0,MWh
2019,서울,노원구,wind,사업용,0,MWh
2019,서울,노원구,wind,자가용,0,MWh
2019,서울,은평구,wind,전체,0,MWh
2019,서울,은평구,wind,사업용,0,MWh
2019,서울,은평구,wind,자가용,0,MWh
2019,서울,서대문구,wind,전체,0,MWh
2019,서울,서대문구,wind,사업용,0,MWh
2019,서울,서대문구,wind,자가용,0,MWh
2019,서울,마포구,wind,전체,0,MWh
2019,서울,마포구,wind,사업용,0,MWh
2019,서울,마포구,wind,자가용,0,MWh
2019,서울,양천구,wind,전체,0,MWh
2019,서울,양천구,wind,사업용,0,MWh
2019,서울,양천구,wind,자가용,0,MWh
2019,서울,강서구,wind,전체,0,MWh
2019,서울,강서구,wind,사업용,0,MWh
2019,서울,강서구,wind,자가용,0,MWh
2019,서울,구로구,wind,전체,0,MWh
2019,서울,구로구,wind,사업용,0,MWh
2019,서울,구로구,wind,자가용,0,MWh
2019,서울,금천구,wind,전체,0,MWh
2019,서울,금천구,wind,사업용,0,MWh
2019,서울,금천구,wind,자가용,0,MWh
2019,서울,영등포구,wind,전체,0,MWh
2019,서울,영등포구,wind,사업용,0,MWh
2019,서울,영등포구,wind,자가용,0,MWh
2019,서울,동작구,wind,전체,0,MWh
2019,서울,동작구,wind,사업용,0,MWh
2019,서울,동작구,wind,자가용,0,MWh
2019,서울,관악구,wind,전체,0,MWh
2019,서울,관악구,wind,사업용,0,MWh
2019,서울,관악구,wind,자가용,0,MWh
2019,서울,서초구,wind,전체,0,MWh
2019,서울,서초구,wind,사업용,0,MWh
2019,서울,서초구,wind,자가용,0,MWh
2019,서울,강남구,wind,전체,0,MWh
2019,서울,강남구,wind,사업용,0,MWh
2019,서울,강남구,wind,자가용,0,MWh
2019,서울,송파구,wind,전체,0,MWh
2019,서울,송파구,wind,사업용,0,MWh
2019,서울,송파구,wind,자가용,0,MWh
2019,서울,강동구,wind,전체,0,MWh
2019,서울,강동구,wind,사업용,0,MWh
2019,서울,강동구,wind,자가용,0,MWh
2019,서울,종로구,hydro,전체,0,MWh
2019,서울,종로구,hydro,사업용,0,MWh
2019,서울,종로구,hydro,자가용,0,MWh
2019,서울,중구,hydro,전체,0,MWh
2019,서울,중구,hydro,사업용,0,MWh
2019,서울,중구,hydro,자가용,0,MWh
2019,서울,용산구,hydro,전체,0,MWh
2019,서울,용산구,hydro,사업용,0,MWh
2019,서울,용산구,hydro,자가용,0,MWh
2019,서울,성동구,hydro,전체,3.276,MWh
2019,서울,성동구,hydro,사업용,3.276,MWh
2019,서울,성동구,hydro,자가용,0,MWh
2019,서울,광진구,hydro,전체,0,MWh
2019,서울,광진구,hydro,사업용,0,MWh
2019,서울,광진구,hydro,자가용,0,MWh
2019,서울,동대문구,hydro,전체,0,MWh
2019,서울,동대문구,hydro,사업용,0,MWh
2019,서울,동대문구,hydro,자가용,0,MWh
2019,서울,중랑구,hydro,전체,0,MWh
2019,서울,중랑구,hydro,사업용,0,MWh
2019,서울,중랑구,hydro,자가용,0,MWh
2019,서울,성북구,hydro,전체,0,MWh
2019,서울,성북구,hydro,사업용,0,MWh
2019,서울,성북구,hydro,자가용,0,MWh
2019,서울,강북구,hydro,전체,0,MWh
2019,서울,강북구,hydro,사업용,0,MWh
2019,서울,강북구,hydro,자가용,0,MWh
2019,서울,도봉구,hydro,전체,0,MWh
2019,서울,도봉구,hydro,사업용,0,MWh
2019,서울,도봉구,hydro,자가용,0,MWh
2019,서울,노원구,hydro,전체,0,MWh
2019,서울,노원구,hydro,사업용,0,MWh
2019,서울,노원구,hydro,자가용,0,MWh
2019,서울,은평구,hydro,전체,0,MWh
2019,서울,은평구,hydro,사업용,0,MWh
2019,서울,은평구,hydro,자가용,0,MWh
2019,서울,서대문구,hydro,전체,0,MWh
2019,서울,서대문구,hydro,사업용,0,MWh
2019,서울,서대문구,hydro,자가용,0,MWh
2019,서울,마포구,hydro,전체,0,MWh
2019,서울,마포구,hydro,사업용,0,MWh
2019,서울,마포구,hydro,자가용,0,MWh
2019,서울,양천구,hydro,전체,0,MWh
2019,서울,양천구,hydro,사업용,0,MWh
2019,서울,양천구,hydro,자가용,0,MWh
2019,서울,강서구,hydro,전체,268.56,MWh
2019,서울,강서구,hydro,사업용,268.56,MWh
2019,서울,강서구,hydro,자가용,0,MWh
2019,서울,구로구,hydro,전체,0,MWh
2019,서울,구로구,hydro,사업용,0,MWh
2019,서울,구로구,hydro,자가용,0,MWh
2019,서울,금천구,hydro,전체,0,MWh
2019,서울,금천구,hydro,사업용,0,MWh
2019,서울,금천구,hydro,자가용,0,MWh
2019,서울,영등포구,hydro,전체,0,MWh
2019,서울,영등포구,hydro,사업용,0,MWh
2019,서울,영등포구,hydro,자가용,0,MWh
2019,서울,동작구,hydro,전체,1480.773,MWh
2019,서울,동작구,hydro,사업용,1480.773,MWh
2019,서울,동작구,hydro,자가용,0,MWh
2019,서울,관악구,hydro,전체,0,MWh
2019,서울,관악구,hydro,사업용,0,MWh
2019,서울,관악구,hydro,자가용,0,MWh
2019,서울,서초구,hydro,전체,0,MWh
2019,서울,서초구,hydro,사업용,0,MWh
2019,서울,서초구,hydro,자가용,0,MWh
2019,서울,강남구,hydro,전체,0,MWh
2019,서울,강남구,hydro,사업용,0,MWh
2019,서울,강남구,hydro,자가용,0,MWh
2019,서울,송파구,hydro,전체,0,MWh
2019,서울,송파구,hydro,사업용,0,MWh
2019,서울,송파구,hydro,자가용,0,MWh
2019,서울,강동구,hydro,전체,0,MWh
2019,서울,강동구,hydro,사업용,0,MWh
2019,서울,강동구,hydro,자가용,0,MWh
2019,서울,종로구,ocean,전체,0,MWh
2019,서울,종로구,ocean,사업용,0,MWh
2019,서울,중구,ocean,전체,0,MWh
2019,서울,중구,ocean,사업용,0,MWh
2019,서울,용산구,ocean,전체,0,MWh
2019,서울,용산구,ocean,사업용,0,MWh
2019,서울,성동구,ocean,전체,0,MWh
2019,서울,성동구,ocean,사업용,0,MWh
2019,서울,광진구,ocean,전체,0,MWh
2019,서울,광진구,ocean,사업용,0,MWh
2019,서울,동대문구,ocean,전체,0,MWh
2019,서울,동대문구,ocean,사업용,0,MWh
2019,서울,중랑구,ocean,전체,0,MWh
2019,서울,중랑구,ocean,사업용,0,MWh
2019,서울,성북구,ocean,전체,0,MWh
2019,서울,성북구,ocean,사업용,0,MWh
2019,서울,강북구,ocean,전체,0,MWh
2019,서울,강북구,ocean,사업용,0,MWh
2019,서울,도봉구,ocean,전체,0,MWh
2019,서울,도봉구,ocean,사업용,0,MWh
2019,서울,노원구,ocean,전체,0,MWh
2019,서울,노원구,ocean,사업용,0,MWh
2019,서울,은평구,ocean,전체,0,MWh
2019,서울,은평구,ocean,사업용,0,MWh
2019,서울,서대문구,ocean,전체,0,MWh
2019,서울,서대문구,ocean,사업용,0,MWh
2019,서울,마포구,ocean,전체,0,MWh
2019,서울,마포구,ocean,사업용,0,MWh
2019,서울,양천구,ocean,전체,0,MWh
2019,서울,양천구,ocean,사업용,0,MWh
2019,서울,강서구,ocean,전체,0,MWh
2019,서울,강서구,ocean,사업용,0,MWh
2019,서울,구로구,ocean,전체,0,MWh
2019,서울,구로구,ocean,사업용,0,MWh
2019,서울,금천구,ocean,전체,0,MWh
2019,서울,금천구,ocean,사업용,0,MWh
2019,서울,영등포구,ocean,전체,0,MWh
2019,서울,영등포구,ocean,사업용,0,MWh
2019,서울,동작구,ocean,전체,0,MWh
2019,서울,동작구,ocean,사업용,0,MWh
2019,서울,관악구,ocean,전체,0,MWh
2019,서울,관악구,ocean,사업용,0,MWh
2019,서울,서초구,ocean,전체,0,MWh
2019,서울,서초구,ocean,사업용,0,MWh
2019,서울,강남구,ocean,전체,0,MWh
2019,서울,강남구,ocean,사업용,0,MWh
2019,서울,송파구,ocean,전체,0,MWh
2019,서울,송파구,ocean,사업용,0,MWh
2019,서울,강동구,ocean,전체,0,MWh
2019,서울,강동구,ocean,사업용,0,MWh
2019,서울,종로구,bio,전체,0,MWh
2019,서울,종로구,bio,사업용,0,MWh
2019,서울,종로구,bio,자가용,0,MWh
2019,서울,중구,bio,전체,0,MWh
2019,서울,중구,bio,사업용,0,MWh
2019,서울,중구,bio,자가용,0,MWh
2019,서울,용산구,bio,전체,0,MWh
2019,서울,용산구,bio,사업용,0,MWh
2019,서울,용산구,bio,자가용,0,MWh
2019,서울,성동구,bio,전체,0,MWh
2019,서울,성동구,bio,사업용,0,MWh
2019,서울,성동구,bio,자가용,0,MWh
2019,서울,광진구,bio,전체,0,MWh
2019,서울,광진구,bio,사업용,0,MWh
2019,서울,광진구,bio,자가용,0,MWh
2019,서울,동대문구,bio,전체,0,MWh
2019,서울,동대문구,bio,사업용,0,MWh
2019,서울,동대문구,bio,자가용,0,MWh
2019,서울,중랑구,bio,전체,0,MWh
2019,서울,중랑구,bio,사업용,0,MWh
2019,서울,중랑구,bio,자가용,0,MWh
2019,서울,성북구,bio,전체,0,MWh
2019,서울,성북구,bio,사업용,0,MWh
2019,서울,성북구,bio,자가용,0,MWh
2019,서울,강북구,bio,전체,0,MWh
2019,서울,강북구,bio,사업용,0,MWh
2019,서울,강북구,bio,자가용,0,MWh
2019,서울,도봉구,bio,전체,0,MWh
2019,서울,도봉구,bio,사업용,0,MWh
2019,서울,도봉구,bio,자가용,0,MWh
2019,서울,노원구,bio,전체,0,MWh
2019,서울,노원구,bio,사업용,0,MWh
2019,서울,노원구,bio,자가용,0,MWh
2019,서울,은평구,bio,전체,0,MWh
2019,서울,은평구,bio,사업용,0,MWh
2019,서울,은평구,bio,자가용,0,MWh
2019,서울,서대문구,bio,전체,0,MWh
2019,서울,서대문구,bio,사업용,0,MWh
2019,서울,서대문구,bio,자가용,0,MWh
2019,서울,마포구,bio,전체,0,MWh
2019,서울,마포구,bio,사업용,0,MWh
2019,서울,마포구,bio,자가용,0,MWh
2019,서울,양천구,bio,전체,0,MWh
2019,서울,양천구,bio,사업용,0,MWh
2019,서울,양천구,bio,자가용,0,MWh
2019,서울,강서구,bio,전체,34896.5264,MWh
2019,서울,강서구,bio,사업용,32047.5264,MWh
2019,서울,강서구,bio,자가용,2849,MWh
2019,서울,구로구,bio,전체,0,MWh
2019,서울,구로구,bio,사업용,0,MWh
2019,서울,구로구,bio,자가용,0,MWh
2019,서울,금천구,bio,전체,0,MWh
2019,서울,금천구,bio,사업용,0,MWh
2019,서울,금천구,bio,자가용,0,MWh
2019,서울,영등포구,bio,전체,0,MWh
2019,서울,영등포구,bio,사업용,0,MWh
2019,서울,영등포구,bio,자가용,0,MWh
2019,서울,동작구,bio,전체,0,MWh
2019,서울,동작구,bio,사업용,0,MWh
2019,서울,동작구,bio,자가용,0,MWh
2019,서울,관악구,bio,전체,0,MWh
2019,서울,관악구,bio,사업용,0,MWh
2019,서울,관악구,bio,자가용,0,MWh
2019,서울,서초구,bio,전체,0,MWh
2019,서울,서초구,bio,사업용,0,MWh
2019,서울,서초구,bio,자가용,0,MWh
2019,서울,강남구,bio,전체,2715,MWh
2019,서울,강남구,bio,사업용,0,MWh
2019,서울,강남구,bio,자가용,2715,MWh
2019,서울,송파구,bio,전체,0,MWh
2019,서울,송파구,bio,사업용,0,MWh
2019,서울,송파구,bio,자가용,0,MWh
2019,서울,강동구,bio,전체,0,MWh
2019,서울,강동구,bio,사업용,0,MWh
2019,서울,강동구,bio,자가용,0,MWh
2019,서울,종로구,waste,전체,0,MWh
2019,서울,종로구,waste,사업용,0,MWh
2019,서울,종로구,waste,자가용,0,MWh
2019,서울,중구,waste,전체,0,MWh
2019,서울,중구,waste,사업용,0,MWh
2019,서울,중구,waste,자가용,0,MWh
2019,서울,용산구,waste,전체,0,MWh
2019,서울,용산구,waste,사업용,0,MWh
2019,서울,용산구,waste,자가용,0,MWh
2019,서울,성동구,waste,전체,0,MWh
2019,서울,성동구,waste,사업용,0,MWh
2019,서울,성동구,waste,자가용,0,MWh
2019,서울,광진구,waste,전체,0,MWh
2019,서울,광진구,waste,사업용,0,MWh
2019,서울,광진구,waste,자가용,0,MWh
2019,서울,동대문구,waste,전체,0,MWh
2019,서울,동대문구,waste,사업용,0,MWh
2019,서울,동대문구,waste,자가용,0,MWh
2019,서울,중랑구,waste,전체,0,MWh
2019,서울,중랑구,waste,사업용,0,MWh
2019,서울,중랑구,waste,자가용,0,MWh
2019,서울,성북구,waste,전체,0,MWh
2019,서울,성북구,waste,사업용,0,MWh
2019,서울,성북구,waste,자가용,0,MWh
2019,서울,강북구,waste,전체,0,MWh
2019,서울,강북구,waste,사업용,0,MWh
2019,서울,강북구,waste,자가용,0,MWh
2019,서울,도봉구,waste,전체,0,MWh
2019,서울,도봉구,waste,사업용,0,MWh
2019,서울,도봉구,waste,자가용,0,MWh
2019,서울,노원구,waste,전체,0,MWh
2019,서울,노원구,waste,사업용,0,MWh
2019,서울,노원구,waste,자가용,0,MWh
2019,서울,은평구,waste,전체,0,MWh
2019,서울,은평구,waste,사업용,0,MWh
2019,서울,은평구,waste,자가용,0,MWh
2019,서울,서대문구,waste,전체,0,MWh
2019,서울,서대문구,waste,사업용,0,MWh
2019,서울,서대문구,waste,자가용,0,MWh
2019,서울,마포구,waste,전체,21796.27307,MWh
2019,서울,마포구,waste,사업용,0,MWh
2019,서울,마포구,waste,자가용,21796.27307,MWh
2019,서울,양천구,waste,전체,10428.85099,MWh
2019,서울,양천구,waste,사업용,0,MWh
2019,서울,양천구,waste,자가용,10428.85099,MWh
2019,서울,강서구,waste,전체,0,MWh
2019,서울,강서구,waste,사업용,0,MWh
2019,서울,강서구,waste,자가용,0,MWh
2019,서울,구로구,waste,전체,0,MWh
2019,서울,구로구,waste,사업용,0,MWh
2019,서울,구로구,waste,자가용,0,MWh
2019,서울,금천구,waste,전체,0,MWh
2019,서울,금천구,waste,사업용,0,MWh
2019,서울,금천구,waste,자가용,0,MWh
2019,서울,영등포구,waste,전체,0,MWh
2019,서울,영등포구,waste,사업용,0,MWh
2019,서울,영등포구,waste,자가용,0,MWh
2019,서울,동작구,waste,전체,0,MWh
2019,서울,동작구,waste,사업용,0,MWh
2019,서울,동작구,waste,자가용,0,MWh
2019,서울,관악구,waste,전체,0,MWh
2019,서울,관악구,waste,사업용,0,MWh
2019,서울,관악구,waste,자가용,0,MWh
2019,서울,서초구,waste,전체,0,MWh
2019,서울,서초구,waste,사업용,0,MWh
2019,서울,서초구,waste,자가용,0,MWh
2019,서울,강남구,waste,전체,67879.83533,MWh
2019,서울,강남구,waste,사업용,67879.83533,MWh
2019,서울,강남구,waste,자가용,0,MWh
2019,서울,송파구,waste,전체,0,MWh
2019,서울,송파구,waste,사업용,0,MWh
2019,서울,송파구,waste,자가용,0,MWh
2019,서울,강동구,waste,전체,0,MWh
2019,서울,강동구,waste,사업용,0,MWh
2019,서울,강동구,waste,자가용,0,MWh
2019,서울,종로구,fuelcell,전체,154.7490271,MWh
2019,서울,종로구,fuelcell,사업용,0,MWh
2019,서울,종로구,fuelcell,자가용,154.7490271,MWh
2019,서울,중구,fuelcell,전체,0,MWh
2019,서울,중구,fuelcell,사업용,0,MWh
2019,서울,중구,fuelcell,자가용,0,MWh
2019,서울,용산구,fuelcell,전체,711.8455245,MWh
2019,서울,용산구,fuelcell,사업용,0,MWh
2019,서울,용산구,fuelcell,자가용,711.8455245,MWh
2019,서울,성동구,fuelcell,전체,18.56988325,MWh
2019,서울,성동구,fuelcell,사업용,0,MWh
2019,서울,성동구,fuelcell,자가용,18.56988325,MWh
2019,서울,광진구,fuelcell,전체,6.189961083,MWh
2019,서울,광진구,fuelcell,사업용,0,MWh
2019,서울,광진구,fuelcell,자가용,6.189961083,MWh
2019,서울,동대문구,fuelcell,전체,0,MWh
2019,서울,동대문구,fuelcell,사업용,0,MWh
2019,서울,동대문구,fuelcell,자가용,0,MWh
2019,서울,중랑구,fuelcell,전체,37.1397665,MWh
2019,서울,중랑구,fuelcell,사업용,0,MWh
2019,서울,중랑구,fuelcell,자가용,37.1397665,MWh
2019,서울,성북구,fuelcell,전체,256.8833849,MWh
2019,서울,성북구,fuelcell,사업용,0,MWh
2019,서울,성북구,fuelcell,자가용,256.8833849,MWh
2019,서울,강북구,fuelcell,전체,0,MWh
2019,서울,강북구,fuelcell,사업용,0,MWh
2019,서울,강북구,fuelcell,자가용,0,MWh
2019,서울,도봉구,fuelcell,전체,6.189961083,MWh
2019,서울,도봉구,fuelcell,사업용,0,MWh
2019,서울,도봉구,fuelcell,자가용,6.189961083,MWh
2019,서울,노원구,fuelcell,전체,18311.05242,MWh
2019,서울,노원구,fuelcell,사업용,18249.15281,MWh
2019,서울,노원구,fuelcell,자가용,61.89961083,MWh
2019,서울,은평구,fuelcell,전체,241.4084822,MWh
2019,서울,은평구,fuelcell,사업용,0,MWh
2019,서울,은평구,fuelcell,자가용,241.4084822,MWh
2019,서울,서대문구,fuelcell,전체,15.47490271,MWh
2019,서울,서대문구,fuelcell,사업용,0,MWh
2019,서울,서대문구,fuelcell,자가용,15.47490271,MWh
2019,서울,마포구,fuelcell,전체,156349.2334,MWh
2019,서울,마포구,fuelcell,사업용,156219.2442,MWh
2019,서울,마포구,fuelcell,자가용,129.9891827,MWh
2019,서울,양천구,fuelcell,전체,0,MWh
2019,서울,양천구,fuelcell,사업용,0,MWh
2019,서울,양천구,fuelcell,자가용,0,MWh
2019,서울,강서구,fuelcell,전체,191.8887936,MWh
2019,서울,강서구,fuelcell,사업용,0,MWh
2019,서울,강서구,fuelcell,자가용,191.8887936,MWh
2019,서울,구로구,fuelcell,전체,61.89961083,MWh
2019,서울,구로구,fuelcell,사업용,0,MWh
2019,서울,구로구,fuelcell,자가용,61.89961083,MWh
2019,서울,금천구,fuelcell,전체,6.189961083,MWh
2019,서울,금천구,fuelcell,사업용,0,MWh
2019,서울,금천구,fuelcell,자가용,6.189961083,MWh
2019,서울,영등포구,fuelcell,전체,222.838599,MWh
2019,서울,영등포구,fuelcell,사업용,0,MWh
2019,서울,영등포구,fuelcell,자가용,222.838599,MWh
2019,서울,동작구,fuelcell,전체,12.37992217,MWh
2019,서울,동작구,fuelcell,사업용,0,MWh
2019,서울,동작구,fuelcell,자가용,12.37992217,MWh
2019,서울,관악구,fuelcell,전체,21.66486379,MWh
2019,서울,관악구,fuelcell,사업용,0,MWh
2019,서울,관악구,fuelcell,자가용,21.66486379,MWh
2019,서울,서초구,fuelcell,전체,198.0787546,MWh
2019,서울,서초구,fuelcell,사업용,0,MWh
2019,서울,서초구,fuelcell,자가용,198.0787546,MWh
2019,서울,강남구,fuelcell,전체,575.6663807,MWh
2019,서울,강남구,fuelcell,사업용,0,MWh
2019,서울,강남구,fuelcell,자가용,575.6663807,MWh
2019,서울,송파구,fuelcell,전체,266.1683265,MWh
2019,서울,송파구,fuelcell,사업용,0,MWh
2019,서울,송파구,fuelcell,자가용,266.1683265,MWh
2019,서울,강동구,fuelcell,전체,101141.1775,MWh
2019,서울,강동구,fuelcell,사업용,101054.5181,MWh
2019,서울,강동구,fuelcell,자가용,86.65945516,MWh
2019,서울,종로구,IGCC,전체,0,MWh
2019,서울,종로구,IGCC,사업용,0,MWh
2019,서울,중구,IGCC,전체,0,MWh
2019,서울,중구,IGCC,사업용,0,MWh
2019,서울,용산구,IGCC,전체,0,MWh
2019,서울,용산구,IGCC,사업용,0,MWh
2019,서울,성동구,IGCC,전체,0,MWh
2019,서울,성동구,IGCC,사업용,0,MWh
2019,서울,광진구,IGCC,전체,0,MWh
2019,서울,광진구,IGCC,사업용,0,MWh
2019,서울,동대문구,IGCC,전체,0,MWh
2019,서울,동대문구,IGCC,사업용,0,MWh
2019,서울,중랑구,IGCC,전체,0,MWh
2019,서울,중랑구,IGCC,사업용,0,MWh
2019,서울,성북구,IGCC,전체,0,MWh
2019,서울,성북구,IGCC,사업용,0,MWh
2019,서울,강북구,IGCC,전체,0,MWh
2019,서울,강북구,IGCC,사업용,0,MWh
2019,서울,도봉구,IGCC,전체,0,MWh
2019,서울,도봉구,IGCC,사업용,0,MWh
2019,서울,노원구,IGCC,전체,0,MWh
2019,서울,노원구,IGCC,사업용,0,MWh
2019,서울,은평구,IGCC,전체,0,MWh
2019,서울,은평구,IGCC,사업용,0,MWh
2019,서울,서대문구,IGCC,전체,0,MWh
2019,서울,서대문구,IGCC,사업용,0,MWh
2019,서울,마포구,IGCC,전체,0,MWh
2019,서울,마포구,IGCC,사업용,0,MWh
2019,서울,양천구,IGCC,전체,0,MWh
2019,서울,양천구,IGCC,사업용,0,MWh
2019,서울,강서구,IGCC,전체,0,MWh
2019,서울,강서구,IGCC,사업용,0,MWh
2019,서울,구로구,IGCC,전체,0,MWh
2019,서울,구로구,IGCC,사업용,0,MWh
2019,서울,금천구,IGCC,전체,0,MWh
2019,서울,금천구,IGCC,사업용,0,MWh
2019,서울,영등포구,IGCC,전체,0,MWh
2019,서울,영등포구,IGCC,사업용,0,MWh
2019,서울,동작구,IGCC,전체,0,MWh
2019,서울,동작구,IGCC,사업용,0,MWh
2019,서울,관악구,IGCC,전체,0,MWh
2019,서울,관악구,IGCC,사업용,0,MWh
2019,서울,서초구,IGCC,전체,0,MWh
2019,서울,서초구,IGCC,사업용,0,MWh
2019,서울,강남구,IGCC,전체,0,MWh
2019,서울,강남구,IGCC,사업용,0,MWh
2019,서울,송파구,IGCC,전체,0,MWh
2019,서울,송파구,IGCC,사업용,0,MWh
2019,서울,강동구,IGCC,전체,0,MWh
2019,서울,강동구,IGCC,사업용,0,MWh
2019,부산,중구,PV,전체,425.4206348,MWh
2019,부산,중구,PV,사업용,201.603,MWh
2019,부산,중구,PV,자가용,223.8176348,MWh
2019,부산,서구,PV,전체,1475.713364,MWh
2019,부산,서구,PV,사업용,123.49,MWh
2019,부산,서구,PV,자가용,1352.223364,MWh
2019,부산,동구,PV,전체,1574.157983,MWh
2019,부산,동구,PV,사업용,126.802,MWh
2019,부산,동구,PV,자가용,1447.355983,MWh
2019,부산,영도구,PV,전체,2360.36447,MWh
2019,부산,영도구,PV,사업용,281.828,MWh
2019,부산,영도구,PV,자가용,2078.53647,MWh
2019,부산,부산진구,PV,전체,1970.108534,MWh
2019,부산,부산진구,PV,사업용,610.929,MWh
2019,부산,부산진구,PV,자가용,1359.179534,MWh
2019,부산,동래구,PV,전체,3023.927306,MWh
2019,부산,동래구,PV,사업용,839.428,MWh
2019,부산,동래구,PV,자가용,2184.499306,MWh
2019,부산,남구,PV,전체,7064.12738,MWh
