"","MGM_BLD_PK","ENTIR_ADDR","USE_PURPS_CD","USE_YM","USE_QTY","USE_QTY_ORIGIN","UNIT_CD","ENGY_SPLY_KIK_CD","ENGY_ESNCNO"
"513","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202005,70.359,64,1,1100100000,214657478
"514","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202005,99.681,82,1,1100100000,214657646
"515","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202005,64.565,61,1,1100100000,214657691
"516","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202006,172.975,181,1,1100100000,214657370
"517","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202006,538.454,637.7766,8,1201000000,6100314364
"518","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202006,144.81,150,1,1100100000,214657487
"519","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202006,396.92,425.1844,8,1201000000,6100314612
"520","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202006,170.715,178,1,1100100000,214657566
"521","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202006,2389.764,4081.77,8,1201000000,6100314830
"522","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202006,188.36,191,1,1100100000,214657389
"523","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202006,913.972,1318.072,8,1201000000,6100314404
"524","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202006,137.9,140,1,1100100000,214657539
"525","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202006,332.176,382.666,8,1201000000,6100314747
"526","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202006,255.6,263,1,1100100000,214657548
"527","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202006,496.492,595.2581,8,1201000000,6100314764
"528","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202006,99.575,103,1,1100100000,214657469
"529","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202006,103.146,127.5553,8,1201000000,6100314576
"530","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202006,290.96,299,1,1100100000,214657637
"531","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202006,1101.056,1530.664,8,1201000000,6100315014
"532","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202006,160.375,166,1,1100100000,214657619
"533","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202006,244.694,340.1475,8,1201000000,6100314984
"534","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202006,178.7,185,1,1100100000,214657520
"535","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202006,2428.978,3614.067,8,1201000000,6100314716
"536","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202006,178,186,1,1100100000,214657593
"537","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202006,683.56,807.8503,8,1201000000,6100314915
"538","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202006,180.96,188,1,1100100000,214657511
"539","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202006,412.554,510.2213,8,1201000000,6100314689
"540","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202006,223.71,228,1,1100100000,214657405
"541","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202006,1829.34,2891.254,8,1201000000,6100314482
"542","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202006,183.06,190,1,1100100000,214657584
"543","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202006,642.966,1020.443,8,1201000000,6100314888
"544","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202006,219.21,228,1,1100100000,214657502
"545","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202006,477.284,552.7397,8,1201000000,6100314663
"546","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202006,184.725,190,1,1100100000,214657398
"547","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202006,466.59,680.295,8,1201000000,6100314448
"548","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202006,250.35,254,1,1100100000,214657575
"549","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202006,477.284,552.7397,8,1201000000,6100314865
"550","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202006,196.81,199,1,1100100000,214657496
"551","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202006,1517.17,1998.367,8,1201000000,6100314645
"552","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202006,270.11,275,1,1100100000,214657557
"553","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202006,2071.256,2721.18,8,1201000000,6100314802
"554","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202006,178.46,188,1,1100100000,214657628
"555","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202006,688.502,1020.443,8,1201000000,6100315004
"556","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202006,181.86,191,1,1100100000,214657450
"557","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202006,183.51,255.1106,8,1201000000,6100314551
"558","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202006,297.975,305,1,1100100000,214657441
"559","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202006,1298.818,1615.701,8,1201000000,6100314529
"560","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202006,246.625,250,1,1100100000,214657600
"561","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202006,1038.504,1190.516,8,1201000000,6100314949
"562","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202006,127.85,130,1,1100100000,214657432
"563","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202006,801.544,1573.182,8,1201000000,6100314506
"564","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202006,147.015,148,1,1100100000,214657664
"565","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202006,1313.654,2253.477,8,1201000000,6100315034
"566","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202006,151.89,159,1,1100100000,214657904
"567","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202006,557.662,680.295,8,1201000000,6100315668
"568","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202006,110.811,85,1,1100100000,242593975
"569","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202006,199.228,340.3234,8,1201000000,6100315084
"570","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202006,213.09,220,1,1100100000,214657860
"571","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202006,620.198,1020.443,8,1201000000,6100315520
"572","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202006,172.29,175,1,1100100000,214657780
"573","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202006,709.888,765.3319,8,1201000000,6100315285
"574","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202006,188.71,197,1,1100100000,214657655
"575","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202006,1460.94,2125.922,8,1201000000,6100315023
"576","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202006,193.565,202,1,1100100000,214657753
"577","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202006,267.446,340.1475,8,1201000000,6100315230
"578","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202006,354.975,354,1,1100100000,214657717
"579","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202006,489.358,680.295,8,1201000000,6100315114
"580","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202006,251.075,258,1,1100100000,214657842
"581","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202006,1527.066,2423.551,8,1201000000,6100315460
"582","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202006,162.64,168,1,1100100000,214657913
"583","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202006,492.918,637.7766,8,1201000000,6100315719
"584","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202006,271.335,279,1,1100100000,214657879
"585","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202006,657.234,850.3688,8,1201000000,6100315574
"586","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202006,138.66,143,1,1100100000,214657833
"587","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202006,561.222,637.7766,8,1201000000,6100315425
"588","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202006,130.81,137,1,1100100000,242434718
"589","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202006,0,0,8,1201000000,6100315323
"590","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202006,282.335,279,1,1100100000,214657744
"591","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202006,622.39,722.8135,8,1201000000,6100315203
"592","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202006,354.85,365,1,1100100000,214657824
"593","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202006,901.912,1190.516,8,1201000000,6100315401
"594","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202006,137.175,136,1,1100100000,214657762
"595","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202006,590.326,1105.479,8,1201000000,6100315259
"596","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202006,242.96,250,1,1100100000,214657735
"597","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202006,702.754,850.3688,8,1201000000,6100315179
"598","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202006,129.135,138,1,1100100000,214657726
"599","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202006,145.108,170.0738,8,1201000000,6100315145
"600","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202006,170.025,173,1,1100100000,245026010
"601","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202006,256.754,467.7028,8,1201000000,6100315603
"602","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202006,253.865,265,1,1100100000,214657806
"603","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202006,2399.076,3699.104,8,1201000000,6100315348
"604","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202006,163.135,169,1,1100100000,214657851
"605","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202006,519.26,595.2581,8,1201000000,6100315491
"606","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202006,246.2,247,1,1100100000,214657897
"607","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202006,729.096,807.8503,8,1201000000,6100315633
"608","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202006,76.7,69,1,1100100000,214657673
"609","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202006,0,NA,8,1201000000,6100315057
"610","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202006,262.85,272,1,1100100000,214657815
"611","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202006,1466.692,1785.774,8,1201000000,6100315380
"612","41171-607","경기도 안양시 만안구 안양동 371번지",1,202006,18,18,1,1100100000,200723789
"613","41171-607","경기도 안양시 만안구 안양동 371번지",8,202006,42.64,44,1,1100100000,214657708
"614","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202006,15.565,16,1,1100100000,214657414
"615","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202006,66.315,69,1,1100100000,214657423
"616","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202006,83.975,88,1,1100100000,214657478
"617","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202006,155.65,162,1,1100100000,214657646
"618","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202006,68.75,71,1,1100100000,214657691
"619","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202007,180.096,162,1,1100100000,214657370
"620","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202007,406.434,469.549,8,1201000000,6100314364
"621","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202007,153.045,143,1,1100100000,214657487
"622","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202007,389.999,384.1764,8,1201000000,6100314612
"623","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202007,182.859,163,1,1100100000,214657566
"624","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202007,1203.901,1024.47,8,1201000000,6100314830
"625","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202007,224.511,206,1,1100100000,214657389
"626","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202007,559.839,597.6078,8,1201000000,6100314404
"627","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202007,163.322,150,1,1100100000,214657539
"628","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202007,303.337,298.8039,8,1201000000,6100314747
"629","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202007,285.822,261,1,1100100000,214657548
"630","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202007,433.347,426.8627,8,1201000000,6100314764
"631","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202007,109.014,99,1,1100100000,214657469
"632","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202007,86.679,85.3725,8,1201000000,6100314576
"633","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202007,326.983,299,1,1100100000,214657637
"634","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202007,780.015,768.3529,8,1201000000,6100315014
"635","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202007,167.144,159,1,1100100000,214657619
"636","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202007,196.75,170.7451,8,1201000000,6100314984
"637","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202007,190.082,177,1,1100100000,214657520
"638","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202007,1188.905,1494.02,8,1201000000,6100314716
"639","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202007,196.514,168,1,1100100000,214657593
"640","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202007,676.918,597.6078,8,1201000000,6100314915
"641","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202007,189.065,176,1,1100100000,214657511
"642","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202007,323.259,341.4902,8,1201000000,6100314689
"643","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202007,282.593,239,1,1100100000,214657405
"644","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202007,1090.326,981.7842,8,1201000000,6100314482
"645","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202007,196.011,179,1,1100100000,214657584
"646","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202007,370.077,341.4902,8,1201000000,6100314888
"647","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202007,228.545,212,1,1100100000,214657502
"648","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202007,386.512,426.8627,8,1201000000,6100314663
"649","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202007,203.76,189,1,1100100000,214657398
"650","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202007,303.337,298.8039,8,1201000000,6100314448
"651","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202007,294.466,273,1,1100100000,214657575
"652","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202007,503.574,426.8627,8,1201000000,6100314865
"653","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202007,238.189,218,1,1100100000,214657496
"654","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202007,1099.77,1152.529,8,1201000000,6100314645
"655","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202007,339.805,290,1,1100100000,214657557
"656","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202007,1673.591,1579.392,8,1201000000,6100314802
"657","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202007,170.367,161,1,1100100000,214657628
"658","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202007,316.268,426.8627,8,1201000000,6100315004
"659","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202007,183.887,167,1,1100100000,214657450
"660","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202007,106.601,128.0588,8,1201000000,6100314551
"661","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202007,331.034,312,1,1100100000,214657441
"662","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202007,966.273,1067.157,8,1201000000,6100314529
"663","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202007,293.514,270,1,1100100000,214657600
"664","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202007,1093.813,939.098,8,1201000000,6100314949
"665","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202007,151.774,138,1,1100100000,214657432
"666","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202007,173.341,170.7451,8,1201000000,6100314506
"667","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202007,178.387,166,1,1100100000,214657664
"668","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202007,563.326,554.9215,8,1201000000,6100315034
"669","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202007,160.907,142,1,1100100000,214657904
"670","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202007,429.843,469.549,8,1201000000,6100315668
"671","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202007,89.008,131,1,1100100000,242593975
"672","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202007,156.906,85.3685,8,1201000000,6100315084
"673","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202007,223.421,214,1,1100100000,214657860
"674","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202007,256.502,298.8039,8,1201000000,6100315520
"675","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202007,200.147,187,1,1100100000,214657780
"676","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202007,716.762,682.9803,8,1201000000,6100315285
"677","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202007,192.531,179,1,1100100000,214657655
"678","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202007,1093.813,939.098,8,1201000000,6100315023
"679","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202007,205.003,184,1,1100100000,214657753
"680","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202007,263.493,213.4314,8,1201000000,6100315230
"681","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202007,454.144,417,1,1100100000,214657717
"682","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202007,346.668,341.4902,8,1201000000,6100315114
"683","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202007,286.61,258,1,1100100000,214657842
"684","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202007,846.755,811.0391,8,1201000000,6100315460
"685","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202007,169.887,163,1,1100100000,214657913
"686","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202007,389.999,384.1764,8,1201000000,6100315719
"687","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202007,313.353,278,1,1100100000,214657879
"688","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202007,473.191,512.2353,8,1201000000,6100315574
"689","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202007,163.709,140,1,1100100000,214657833
"690","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202007,520.009,512.2353,8,1201000000,6100315425
"691","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202007,133.223,122,1,1100100000,242434718
"692","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202007,0,0,8,1201000000,6100315323
"693","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202007,381.127,344,1,1100100000,214657744
"694","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202007,797.467,554.9215,8,1201000000,6100315203
"695","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202007,393.856,363,1,1100100000,214657824
"696","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202007,716.762,682.9803,8,1201000000,6100315401
"697","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202007,172.918,165,1,1100100000,214657762
"698","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202007,126.523,170.7451,8,1201000000,6100315259
"699","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202007,274.997,248,1,1100100000,214657735
"700","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202007,583.248,597.6078,8,1201000000,6100315179
"701","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202007,112.785,107,1,1100100000,214657726
"702","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202007,153.419,128.0588,8,1201000000,6100315145
"703","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202007,197.986,183,1,1100100000,245026010
"704","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202007,63.253,85.3725,8,1201000000,6100315603
"705","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202007,270.695,241,1,1100100000,214657806
"706","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202007,1550.569,1365.961,8,1201000000,6100315348
"707","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202007,169.785,161,1,1100100000,214657851
"708","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202007,500.087,469.549,8,1201000000,6100315491
"709","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202007,311.062,282,1,1100100000,214657897
"710","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202007,693.336,682.9803,8,1201000000,6100315633
"711","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202007,257.096,240,1,1100100000,214657673
"712","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202007,163.812,NA,8,1201000000,6100315057
"713","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202007,294.918,261,1,1100100000,214657815
"714","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202007,1280.088,1237.902,8,1201000000,6100315380
"715","41171-607","경기도 안양시 만안구 안양동 371번지",1,202007,18.011,18,1,1100100000,200723789
"716","41171-607","경기도 안양시 만안구 안양동 371번지",8,202007,43.763,43,1,1100100000,214657708
"717","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202007,30.935,16,1,1100100000,214657414
"718","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202007,66.489,64,1,1100100000,214657423
"719","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202007,83.582,78,1,1100100000,214657478
"720","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202007,158.87,150,1,1100100000,214657646
"721","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202007,71.822,69,1,1100100000,214657691
"722","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202008,223.9,233,1,1100100000,214657370
"723","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202008,271.382,341.5621,8,1201000000,6100314364
"724","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202008,171.899,175,1,1100100000,214657487
"725","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202008,360.938,384.2574,8,1201000000,6100314612
"726","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202008,231.393,243,1,1100100000,214657566
"727","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202008,1300.476,1323.553,8,1201000000,6100314830
"728","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202008,265.636,273,1,1100100000,214657389
"729","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202008,535.899,512.3431,8,1201000000,6100314404
"730","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202008,191.805,198,1,1100100000,214657539
"731","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202008,298.956,298.8668,8,1201000000,6100314747
"732","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202008,337.127,353,1,1100100000,214657548
"733","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202008,450.491,426.9526,8,1201000000,6100314764
"734","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202008,130.797,137,1,1100100000,214657469
"735","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202008,85.422,85.3905,8,1201000000,6100314576
"736","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202008,385.748,402,1,1100100000,214657637
"737","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202008,815.577,768.5147,8,1201000000,6100315014
"738","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202008,177.638,179,1,1100100000,214657619
"739","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202008,213.534,213.4763,8,1201000000,6100314984
"740","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202008,220.007,220,1,1100100000,214657520
"741","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202008,873.425,896.6005,8,1201000000,6100314716
"742","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202008,272.249,292,1,1100100000,214657593
"743","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202008,1171.098,725.8195,8,1201000000,6100314915
"744","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202008,215.337,219,1,1100100000,214657511
"745","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202008,322.382,298.8668,8,1201000000,6100314689
"746","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202008,369.637,431,1,1100100000,214657405
"747","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202008,1082.811,1152.772,8,1201000000,6100314482
"748","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202008,235.02,242,1,1100100000,214657584
"749","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202008,337.512,384.2574,8,1201000000,6100314888
"750","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202008,259.865,268,1,1100100000,214657502
"751","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202008,388.495,341.5621,8,1201000000,6100314663
"752","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202008,228.75,239,1,1100100000,214657398
"753","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202008,205.252,298.8668,8,1201000000,6100314448
"754","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202008,326.833,346,1,1100100000,214657575
"755","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202008,508.325,555.0384,8,1201000000,6100314865
"756","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202008,281.345,292,1,1100100000,214657496
"757","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202008,954.685,1024.686,8,1201000000,6100314645
"758","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202008,478.745,507,1,1100100000,214657557
"759","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202008,2176.783,1707.811,8,1201000000,6100314802
"760","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202008,182.54,187,1,1100100000,214657628
"761","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202008,190.108,213.4763,8,1201000000,6100315004
"762","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202008,216.69,231,1,1100100000,214657450
"763","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202008,108.848,85.3905,8,1201000000,6100314551
"764","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202008,349.393,367,1,1100100000,214657441
"765","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202008,854.133,853.9052,8,1201000000,6100314529
"766","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202008,345.865,354,1,1100100000,214657600
"767","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202008,1055.237,1195.467,8,1201000000,6100314949
"768","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202008,180.711,190,1,1100100000,214657432
"769","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202008,170.83,170.781,8,1201000000,6100314506
"770","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202008,196.535,207,1,1100100000,214657664
"771","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202008,484.899,555.0384,8,1201000000,6100315034
"772","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202008,210.329,220,1,1100100000,214657904
"773","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202008,431.199,384.2574,8,1201000000,6100315668
"774","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202008,91.234,92,1,1100100000,242593975
"775","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202008,166.682,213.4763,8,1201000000,6100315084
