"","MGM_BLD_PK","ENTIR_ADDR","USE_PURPS_CD","USE_YM","USE_QTY","USE_QTY_ORIGIN","UNIT_CD","ENGY_SPLY_KIK_CD","ENGY_ESNCNO"
"252","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202003,5729.227,6537.603,8,1201000000,6100314949
"253","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202003,169.422,166,1,1100100000,214657432
"254","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202003,4962.453,5433.852,8,1201000000,6100314506
"255","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202003,237.891,247,1,1100100000,214657664
"256","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202003,8523.036,8787.545,8,1201000000,6100315034
"257","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202003,236.698,231,1,1100100000,214657904
"258","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202003,2750.355,2886.737,8,1201000000,6100315668
"259","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202003,193.254,186,1,1100100000,242593975
"260","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202003,5709.137,7174.372,8,1201000000,6100315084
"261","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202003,208.36,195,1,1100100000,214657860
"262","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202003,3888.491,4032.932,8,1201000000,6100315520
"263","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202003,219.094,207,1,1100100000,214657780
"264","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202003,1521.516,1698.067,8,1201000000,6100315285
"265","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202003,231.766,219,1,1100100000,214657655
"266","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202003,4804.291,5009.319,8,1201000000,6100315023
"267","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202003,150.968,141,1,1100100000,214657753
"268","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202003,1583.41,2504.653,8,1201000000,6100315230
"269","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202003,437.591,416,1,1100100000,214657717
"270","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202003,5609.357,6580.056,8,1201000000,6100315114
"271","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202003,245.602,231,1,1100100000,214657842
"272","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202003,6755.775,6919.665,8,1201000000,6100315460
"273","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202003,226.283,214,1,1100100000,214657913
"274","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202003,1785.04,2292.4,8,1201000000,6100315719
"275","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202003,224.573,210,1,1100100000,214657879
"276","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202003,5822.571,6197.972,8,1201000000,6100315574
"277","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202003,126.676,120,1,1100100000,214657833
"278","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202003,3830.319,4542.363,8,1201000000,6100315425
"279","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202003,178.872,170,1,1100100000,242434718
"280","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202003,4465.009,4839.519,8,1201000000,6100315323
"281","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202003,290.539,280,1,1100100000,214657744
"282","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202003,3564.319,4669.719,8,1201000000,6100315203
"283","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202003,263.363,246,1,1100100000,214657824
"284","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202003,2720.751,2292.412,8,1201000000,6100315401
"285","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202003,111.571,98,1,1100100000,214657762
"286","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202003,2532.971,1273.547,8,1201000000,6100315259
"287","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202003,233.527,217,1,1100100000,214657735
"288","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202003,3640.161,3990.488,8,1201000000,6100315179
"289","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202003,257.475,243,1,1100100000,214657726
"290","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202003,2060.162,2716.928,8,1201000000,6100315145
"291","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202003,364.857,346,1,1100100000,245026010
"292","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202003,1606.606,2165.04,8,1201000000,6100315603
"293","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202003,284.251,268,1,1100100000,214657806
"294","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202003,8277.322,8617.744,8,1201000000,6100315348
"295","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202003,292.977,279,1,1100100000,214657851
"296","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202003,828.038,891.4803,8,1201000000,6100315491
"297","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202003,227.527,217,1,1100100000,214657897
"298","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202003,4350.945,4797.074,8,1201000000,6100315633
"299","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202003,126.64,124,1,1100100000,214657673
"300","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202003,564.503,636.7734,8,1201000000,6100315057
"301","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202003,285.784,270,1,1100100000,214657815
"302","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202003,5664.633,6113.087,8,1201000000,6100315380
"303","41171-607","경기도 안양시 만안구 안양동 371번지",1,202003,18.011,18,1,1100100000,200723789
"304","41171-607","경기도 안양시 만안구 안양동 371번지",8,202003,42.797,40,1,1100100000,214657708
"305","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202003,20.053,19,1,1100100000,214657414
"306","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202003,66.882,63,1,1100100000,214657423
"307","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202003,44.062,41,1,1100100000,214657478
"308","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202003,115.233,113,1,1100100000,214657646
"309","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202003,62.85,59,1,1100100000,214657691
"310","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202004,237.115,256,1,1100100000,214657370
"311","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202004,3149.598,4308.287,8,1201000000,6100314364
"312","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202004,173.7,185,1,1100100000,214657487
"313","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202004,542.288,597.1882,8,1201000000,6100314612
"314","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202004,210.69,222,1,1100100000,214657566
"315","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202004,7174.172,8190.01,8,1201000000,6100314830
"316","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202004,166.865,172,1,1100100000,214657389
"317","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202004,4062.222,4820.162,8,1201000000,6100314404
"318","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202004,128.04,135,1,1100100000,214657539
"319","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202004,808.528,1237.033,8,1201000000,6100314747
"320","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202004,207.74,214,1,1100100000,214657548
"321","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202004,1186.336,1620.939,8,1201000000,6100314764
"322","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202004,119.685,130,1,1100100000,214657469
"323","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202004,479.6,810.4697,8,1201000000,6100314576
"324","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202004,224.435,232,1,1100100000,214657637
"325","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202004,4126.926,4862.818,8,1201000000,6100315014
"326","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202004,180.165,186,1,1100100000,214657619
"327","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202004,1696.432,1492.97,8,1201000000,6100314984
"328","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202004,193.475,199,1,1100100000,214657520
"329","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202004,5904.428,7038.29,8,1201000000,6100314716
"330","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202004,170.55,178,1,1100100000,214657593
"331","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202004,1979.07,2772.66,8,1201000000,6100314915
"332","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202004,183.76,189,1,1100100000,214657511
"333","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202004,1809.71,2900.628,8,1201000000,6100314689
"334","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202004,229.585,239,1,1100100000,214657405
"335","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202004,5466.814,6270.476,8,1201000000,6100314482
"336","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202004,188.75,195,1,1100100000,214657584
"337","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202004,2981.118,3583.129,8,1201000000,6100314888
"338","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202004,192.8,200,1,1100100000,214657502
"339","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202004,1035.68,1237.033,8,1201000000,6100314663
"340","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202004,232.775,244,1,1100100000,214657398
"341","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202004,1196.688,1492.97,8,1201000000,6100314448
"342","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202004,229.415,239,1,1100100000,214657575
"343","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202004,1702.462,2260.784,8,1201000000,6100314865
"344","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202004,222.535,234,1,1100100000,214657496
"345","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202004,5764.684,7080.946,8,1201000000,6100314645
"346","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202004,261.885,271,1,1100100000,214657557
"347","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202004,5220.382,6227.82,8,1201000000,6100314802
"348","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202004,142.14,150,1,1100100000,214657628
"349","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202004,2043.758,2815.316,8,1201000000,6100315004
"350","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202004,124.225,128,1,1100100000,214657450
"351","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202004,3395.454,3796.411,8,1201000000,6100314551
"352","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202004,249.415,257,1,1100100000,214657441
"353","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202004,2337.614,3113.91,8,1201000000,6100314529
"354","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202004,348.64,367,1,1100100000,214657600
"355","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202004,3368.398,4692.193,8,1201000000,6100314949
"356","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202004,132.175,136,1,1100100000,214657432
"357","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202004,3834.51,4265.63,8,1201000000,6100314506
"358","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202004,122.86,129,1,1100100000,214657664
"359","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202004,6364.764,7806.103,8,1201000000,6100315034
"360","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202004,182.785,194,1,1100100000,214657904
"361","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202004,1866.942,2474.065,8,1201000000,6100315668
"362","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202004,160.6,170,1,1100100000,242593975
"363","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202004,2803.406,4095.005,8,1201000000,6100315084
"364","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202004,200.25,208,1,1100100000,214657860
"365","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202004,2802.846,3540.473,8,1201000000,6100315520
"366","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202004,197.685,210,1,1100100000,214657780
"367","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202004,1077.664,1279.689,8,1201000000,6100315285
"368","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202004,213.36,222,1,1100100000,214657655
"369","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202004,3600.446,4350.943,8,1201000000,6100315023
"370","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202004,155.575,152,1,1100100000,214657753
"371","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202004,489.952,682.5008,8,1201000000,6100315230
"372","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202004,389.19,408,1,1100100000,214657717
"373","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202004,3320.958,4436.255,8,1201000000,6100315114
"374","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202004,233.715,240,1,1100100000,214657842
"375","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202004,5061.39,6227.82,8,1201000000,6100315460
"376","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202004,201.865,216,1,1100100000,214657913
"377","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202004,967.536,1237.033,8,1201000000,6100315719
"378","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202004,217.785,225,1,1100100000,214657879
"379","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202004,4216.334,5161.413,8,1201000000,6100315574
"380","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202004,116.61,120,1,1100100000,214657833
"381","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202004,2257.102,2985.941,8,1201000000,6100315425
"382","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202004,157.84,167,1,1100100000,242434718
"383","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202004,3206.83,3881.723,8,1201000000,6100315323
"384","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202004,239.185,254,1,1100100000,214657744
"385","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202004,1760.254,2388.753,8,1201000000,6100315203
"386","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202004,261.2,265,1,1100100000,214657824
"387","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202004,2192.414,2943.285,8,1201000000,6100315401
"388","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202004,133.235,140,1,1100100000,214657762
"389","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202004,3487.758,3497.817,8,1201000000,6100315259
"390","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202004,233.885,240,1,1100100000,214657735
"391","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202004,2774.226,3125.013,8,1201000000,6100315179
"392","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202004,235.335,248,1,1100100000,214657726
"393","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202004,798.176,1365.002,8,1201000000,6100315145
"394","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202004,314.425,344,1,1100100000,245026010
"395","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202004,962.08,1023.751,8,1201000000,6100315603
"396","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202004,266.775,275,1,1100100000,214657806
"397","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202004,6161.772,7507.509,8,1201000000,6100315348
"398","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202004,250.885,271,1,1100100000,214657851
"399","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202004,690.928,725.1571,8,1201000000,6100315491
"400","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202004,197.715,209,1,1100100000,214657897
"401","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202004,2698.174,3711.098,8,1201000000,6100315633
"402","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202004,87.25,102,1,1100100000,214657673
"403","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202004,211.722,468.8117,8,1201000000,6100315057
"404","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202004,264.475,274,1,1100100000,214657815
"405","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202004,4301.742,4948.131,8,1201000000,6100315380
"406","41171-607","경기도 안양시 만안구 안양동 371번지",1,202004,18,18,1,1100100000,200723789
"407","41171-607","경기도 안양시 만안구 안양동 371번지",8,202004,41.84,43,1,1100100000,214657708
"408","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202004,18.16,19,1,1100100000,214657414
"409","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202004,63.925,65,1,1100100000,214657423
"410","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202004,46.965,45,1,1100100000,214657478
"411","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202004,87.865,92,1,1100100000,214657646
"412","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202004,60.165,62,1,1100100000,214657691
"413","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202005,188.359,184,1,1100100000,214657370
"414","41171-28324","경기도 안양시 만안구 안양동 371번지",7,202005,1403.171,2257.342,8,1201000000,6100314364
"415","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202005,151.534,147,1,1100100000,214657487
"416","41171-28325","경기도 안양시 만안구 안양동 371번지",7,202005,471.69,511.0964,8,1201000000,6100314612
"417","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202005,192.777,190,1,1100100000,214657566
"418","41171-28326","경기도 안양시 만안구 안양동 371번지",7,202005,5279.414,6516.479,8,1201000000,6100314830
"419","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202005,177.791,169,1,1100100000,214657389
"420","41171-28327","경기도 안양시 만안구 안양동 371번지",7,202005,2372.51,3535.083,8,1201000000,6100314404
"421","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202005,122.921,115,1,1100100000,214657539
"422","41171-28328","경기도 안양시 만안구 안양동 371번지",7,202005,428.486,468.505,8,1201000000,6100314747
"423","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202005,226.729,211,1,1100100000,214657548
"424","41171-28329","경기도 안양시 만안구 안양동 371번지",7,202005,723.95,851.8273,8,1201000000,6100314764
"425","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202005,94.113,89,1,1100100000,214657469
"426","41171-28330","경기도 안양시 만안구 안양동 371번지",7,202005,169.341,212.9568,8,1201000000,6100314576
"427","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202005,244.545,224,1,1100100000,214657637
"428","41171-28331","경기도 안양시 만안구 안양동 371번지",7,202005,2528.856,3620.266,8,1201000000,6100315014
"429","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202005,182.955,181,1,1100100000,214657619
"430","41171-28332","경기도 안양시 만안구 안양동 371번지",7,202005,1080.959,1916.611,8,1201000000,6100314984
"431","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202005,200.808,198,1,1100100000,214657520
"432","41171-28333","경기도 안양시 만안구 안양동 371번지",7,202005,4367.021,5110.964,8,1201000000,6100314716
"433","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202005,171,162,1,1100100000,214657593
"434","41171-28334","경기도 안양시 만안구 안양동 371번지",7,202005,1079.054,1362.924,8,1201000000,6100314915
"435","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202005,193.065,188,1,1100100000,214657511
"436","41171-28335","경기도 안양시 만안구 안양동 371번지",7,202005,717.079,937.0101,8,1201000000,6100314689
"437","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202005,228.305,221,1,1100100000,214657405
"438","41171-28336","경기도 안양시 만안구 안양동 371번지",7,202005,3891.14,4940.599,8,1201000000,6100314482
"439","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202005,194.274,189,1,1100100000,214657584
"440","41171-28337","경기도 안양시 만안구 안양동 371번지",7,202005,1752.151,2555.482,8,1201000000,6100314888
"441","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202005,201.63,189,1,1100100000,214657502
"442","41171-28338","경기도 안양시 만안구 안양동 371번지",7,202005,720.506,894.4187,8,1201000000,6100314663
"443","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202005,216.774,216,1,1100100000,214657398
"444","41171-28339","경기도 안양시 만안구 안양동 371번지",7,202005,830.207,979.6014,8,1201000000,6100314448
"445","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202005,232.489,220,1,1100100000,214657575
"446","41171-28340","경기도 안양시 만안구 안양동 371번지",7,202005,899.384,1277.741,8,1201000000,6100314865
"447","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202005,207.689,203,1,1100100000,214657496
"448","41171-28341","경기도 안양시 만안구 안양동 371번지",7,202005,3341.849,4812.824,8,1201000000,6100314645
"449","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202005,269.901,260,1,1100100000,214657557
"450","41171-28342","경기도 안양시 만안구 안양동 371번지",7,202005,3599.106,4514.685,8,1201000000,6100314802
"451","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202005,142.215,127,1,1100100000,214657628
"452","41171-28343","경기도 안양시 만안구 안양동 371번지",7,202005,1235.369,1448.106,8,1201000000,6100315004
"453","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202005,141.966,126,1,1100100000,214657450
"454","41171-28344","경기도 안양시 만안구 안양동 371번지",7,202005,1610.719,3151.761,8,1201000000,6100314551
"455","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202005,269.859,253,1,1100100000,214657441
"456","41171-28345","경기도 안양시 만안구 안양동 371번지",7,202005,1700.935,1746.246,8,1201000000,6100314529
"457","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202005,311.715,316,1,1100100000,214657600
"458","41171-28346","경기도 안양시 만안구 안양동 371번지",7,202005,1746.044,2342.525,8,1201000000,6100314949
"459","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202005,137.664,135,1,1100100000,214657432
"460","41171-28347","경기도 안양시 만안구 안양동 371번지",7,202005,2532.3,3577.675,8,1201000000,6100314506
"461","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202005,122.819,113,1,1100100000,214657664
"462","41171-28348","경기도 안양시 만안구 안양동 371번지",7,202005,3720.277,5323.921,8,1201000000,6100315034
"463","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202005,162.449,158,1,1100100000,214657904
"464","41171-28349","경기도 안양시 만안구 안양동 371번지",7,202005,1028.979,1405.515,8,1201000000,6100315668
"465","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202005,151.502,141,1,1100100000,242593975
"466","41171-28350","경기도 안양시 만안구 안양동 371번지",7,202005,1021.418,1788.837,8,1201000000,6100315084
"467","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202005,205.082,195,1,1100100000,214657860
"468","41171-28351","경기도 안양시 만안구 안양동 371번지",7,202005,1613.019,2257.342,8,1201000000,6100315520
"469","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202005,175.545,170,1,1100100000,214657780
"470","41171-28352","경기도 안양시 만안구 안양동 371번지",7,202005,856.972,937.0101,8,1201000000,6100315285
"471","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202005,209.805,206,1,1100100000,214657655
"472","41171-28353","경기도 안양시 만안구 안양동 371번지",7,202005,2596.892,3066.578,8,1201000000,6100315023
"473","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202005,204.096,198,1,1100100000,214657753
"474","41171-28354","경기도 안양시 만안구 안양동 371번지",7,202005,345.553,340.7309,8,1201000000,6100315230
"475","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202005,369.339,361,1,1100100000,214657717
"476","41171-28355","경기도 안양시 만안구 안양동 371번지",7,202005,1525.867,2470.299,8,1201000000,6100315114
"477","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202005,250.763,241,1,1100100000,214657842
"478","41171-28356","경기도 안양시 만안구 안양동 371번지",7,202005,3296.771,4216.545,8,1201000000,6100315460
"479","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202005,170.839,166,1,1100100000,214657913
"480","41171-28357","경기도 안양시 만안구 안양동 371번지",7,202005,707.511,766.6446,8,1201000000,6100315719
"481","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202005,235.675,218,1,1100100000,214657879
"482","41171-28358","경기도 안양시 만안구 안양동 371번지",7,202005,2116.031,3535.083,8,1201000000,6100315574
"483","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202005,126.853,119,1,1100100000,214657833
"484","41171-28359","경기도 안양시 만안구 안양동 371번지",7,202005,1144.773,1703.655,8,1201000000,6100315425
"485","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202005,142.339,139,1,1100100000,242434718
"486","41171-28360","경기도 안양시 만안구 안양동 371번지",7,202005,1272.068,2725.847,8,1201000000,6100315323
"487","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202005,225.675,206,1,1100100000,214657744
"488","41171-28361","경기도 안양시 만안구 안양동 371번지",7,202005,992.663,1277.741,8,1201000000,6100315203
"489","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202005,308.144,285,1,1100100000,214657824
"490","41171-28362","경기도 안양시 만안구 안양동 371번지",7,202005,1408.154,1618.472,8,1201000000,6100315401
"491","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202005,127.997,122,1,1100100000,214657762
"492","41171-28363","경기도 안양시 만안구 안양동 371번지",7,202005,2275.821,3577.675,8,1201000000,6100315259
"493","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202005,250.065,242,1,1100100000,214657735
"494","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202005,1658.889,2555.482,8,1201000000,6100315179
"495","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202005,203.387,212,1,1100100000,214657726
"496","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202005,252.274,340.7309,8,1201000000,6100315145
"497","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202005,218.486,222,1,1100100000,245026010
"498","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202005,693.755,937.0101,8,1201000000,6100315603
"499","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202005,276.288,270,1,1100100000,214657806
"500","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202005,4453.412,5196.146,8,1201000000,6100315348
"501","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202005,194.387,194,1,1100100000,214657851
"502","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202005,644.444,681.4619,8,1201000000,6100315491
"503","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202005,193.633,175,1,1100100000,214657897
"504","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202005,1337.438,1916.611,8,1201000000,6100315633
"505","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202005,41.296,14,1,1100100000,214657673
"506","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202005,0,NA,8,1201000000,6100315057
"507","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202005,270.144,261,1,1100100000,214657815
"508","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202005,2788.018,3875.814,8,1201000000,6100315380
"509","41171-607","경기도 안양시 만안구 안양동 371번지",1,202005,18.011,18,1,1100100000,200723789
"510","41171-607","경기도 안양시 만안구 안양동 371번지",8,202005,44.339,43,1,1100100000,214657708
"511","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202005,17.271,17,1,1100100000,214657414
"512","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202005,70.856,69,1,1100100000,214657423
