석탄,석탄,,,,,,,,,,,,,,,
LNG,가스,,,,,,,,,,,,,,,
신재생,PV,wind,hydro,일반수력,ocean,bio,waste,fuelcell,,,,,,,,IGCC
유류,유류,,,,,,,,,,,,,,,
양수,양수,,,,,,,,,,,,,,,
기타,,,,,,,,,,,,,,,,
